sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
DENV_KANS_out,0.769615534,0.606548395,0.520468579,0.461489096,0.396112183,0.347318031,0.301080295,0.267578054,0.226299236,0.198007596,0.171971637,0.151496271,0.122325086,0.103339622,0.091349552,0.083008973,0.064851752,0.05696878,0.048447477,0.042848977,0.030284092,0.023775569,0.016278971,0.008441057
CHIC_STAR_in,0.769605534,0.568001809,0.435206056,0.337717046,0.259553822,0.204281038,0.172236286,0.147218775,0.120157942,0.089029349,0.060321681,0.039483972,0.013735615,-0.010441569,-0.026460419,-0.041607996,-0.052831867,-0.065952629,-0.075214831,-0.085681901,-0.097854992,-0.111797704,-0.125907473,-0.141284957
AOFA_NEWY_in,0.769230528,0.622161012,0.505060567,0.40049192,0.311328483,0.216755168,0.123400076,0.017562444,-0.097818471,-0.222446634,-0.338210375,-0.440327053,-0.522538953,-0.591622318,-0.675295442,-0.739116013,-0.787022159,-0.819302528,-0.846098174,-0.849005359,-0.841399652,-0.847856116,-0.869131651,-0.88217135
AMST_LOND_in,0.768665279,0.613401155,0.533812597,0.48504848,0.447496241,0.417091294,0.389834902,0.375583978,0.365897376,0.358156744,0.352962236,0.347094538,0.338149707,0.329772367,0.320642756,0.313092187,0.302583101,0.296004262,0.287554423,0.270527235,0.254375998,0.245596152,0.236987549,0.227208852
CHIC_WASH_out,0.764896222,0.63001923,0.552661812,0.496654858,0.439209813,0.38546177,0.329308313,0.265701078,0.202885435,0.148732978,0.093703497,0.040111038,-0.018298329,-0.067728306,-0.115989401,-0.161660978,-0.212134002,-0.260713995,-0.310016584,-0.359497472,-0.419592047,-0.473675779,-0.530301145,-0.591392542
SACR_SUNN_in,0.756055165,0.577486001,0.485055428,0.424832641,0.327035449,0.262979022,0.205126305,0.160406564,0.103150846,0.079821089,0.0607405,0.045871909,0.00161113,-0.013198551,-0.019561731,-0.021973688,-0.048847141,-0.054599268,-0.058861616,-0.058792011,-0.070893531,-0.074086253,-0.07797068,-0.084717168
NASH_WASH_out,0.752932983,0.557779711,0.438445221,0.33542142,0.234310722,0.133147761,0.012331746,-0.105487946,-0.232579521,-0.352033065,-0.439373257,-0.528167919,-0.618181445,-0.689756102,-0.761674813,-0.832261993,-0.913929601,-0.984587801,-1.052375338,-1.125971418,-1.227522248,-1.322931144,-1.41469548,-1.52342329
SACR_SUNN_out,0.752409819,0.529546538,0.389767195,0.312951842,0.202382391,0.123269153,0.072170294,0.070167367,0.033954558,0.018496658,-0.003145192,-0.020523179,-0.050190536,-0.058587673,-0.070250896,-0.078096396,-0.112321046,-0.123981567,-0.124913898,-0.125930517,-0.149993463,-0.167387854,-0.181647849,-0.193031345
ELPA_HOUS_in,0.747114619,0.5902441,0.479190957,0.398248526,0.33336503,0.279949904,0.229532072,0.191710087,0.16361955,0.139768425,0.121776749,0.106321573,0.094934715,0.085429015,0.076494715,0.066942459,0.059282338,0.054016508,0.047511979,0.041889195,0.036694943,0.033746785,0.031978099,0.029742366
HOUS_NASH_out,0.744949638,0.577223622,0.466603354,0.384682561,0.310153588,0.248529551,0.197498711,0.164039865,0.136007838,0.109712125,0.094285294,0.079860211,0.065903635,0.055262614,0.047134673,0.039279619,0.032304391,0.028579256,0.024692064,0.021571216,0.017306214,0.013540643,0.009395463,0.005737214
AOFA_WASH_out,0.731842326,0.507861048,0.342152287,0.178097404,0.023576592,-0.144331851,-0.317820075,-0.502741894,-0.695304642,-0.898180227,-1.098508387,-1.286682848,-1.487527701,-1.690751376,-1.90579098,-2.112518388,-2.323583907,-2.577536184,-2.832253843,-3.080360261,-3.363412448,-3.659796906,-3.970130493,-4.304162048
HOUS_PANTEX_out,0.730198179,0.488901151,0.326963218,0.231150274,0.169979796,0.126049618,0.091047679,0.062613822,0.045311531,0.032662051,0.027287449,0.028284139,0.026946563,0.02233045,0.020058435,0.018459587,0.021227166,0.02432936,0.025598523,0.023232105,0.021803764,0.019935249,0.016890703,0.016902203
AOFA_LOND_out,0.700775177,0.516875649,0.425468549,0.362111166,0.311764013,0.275216808,0.241433363,0.209477466,0.181602073,0.161526066,0.142329323,0.127926886,0.114662692,0.09990282,0.086275385,0.072499719,0.061352622,0.050415765,0.042795072,0.034776339,0.027676271,0.024030139,0.019377517,0.014621429
ALBQ_SNLA_in,0.695115701,0.362487728,0.263898311,0.194169247,0.129494341,0.097853142,0.045866449,-0.008721064,-0.049895978,-0.077838719,-0.09566158,-0.111674149,-0.121256283,-0.120276543,-0.111532428,-0.096512895,-0.079363083,-0.063333068,-0.04668862,-0.033392449,-0.022409365,-0.012826245,-0.006576535,-0.005167909
CHIC_KANS_in,0.691931499,0.49421053,0.398382321,0.342375506,0.280497625,0.23141591,0.19282025,0.161874469,0.117365127,0.088617399,0.068976609,0.052158117,0.025509812,0.007308021,-0.001698583,-0.004738796,-0.018283464,-0.025780441,-0.03178589,-0.031443415,-0.034944607,-0.036511995,-0.034813342,-0.033611079
BNL_NEWY_in,0.690505419,0.65091421,0.634474912,0.567212934,0.475102217,0.411889299,0.348987492,0.334709174,0.296910102,0.33335346,0.291027222,0.292701888,0.27209821,0.269764633,0.261520775,0.223582085,0.25305311,0.250297662,0.198095031,0.169957239,0.162886298,0.145864107,0.125564846,0.135981146
EASH_ECHI_in,0.690467034,0.488591619,0.361496743,0.25900246,0.183833687,0.116822618,0.065071414,0.021124526,-0.02590572,-0.060138973,-0.095146483,-0.126449425,-0.160247312,-0.191561184,-0.212885472,-0.236363863,-0.262278021,-0.282209056,-0.309165302,-0.328506504,-0.339089473,-0.345847703,-0.349966399,-0.347554931
EASH_WASH_out,0.690084683,0.496015509,0.38183601,0.290581525,0.22402917,0.166920905,0.124991877,0.094114985,0.064246624,0.045002598,0.02449885,0.004508242,-0.014354092,-0.028802851,-0.036042291,-0.045079862,-0.055539193,-0.060259639,-0.071051018,-0.080165494,-0.086415555,-0.093398907,-0.101849423,-0.109514423
EASH_WASH_in,0.689281262,0.429192128,0.244004583,0.051797689,-0.11263036,-0.223911477,-0.292905863,-0.359638348,-0.405129365,-0.452527466,-0.478966445,-0.493974044,-0.513376884,-0.544444351,-0.560879632,-0.559295196,-0.56025415,-0.559154194,-0.591552783,-0.608412544,-0.62970826,-0.627345075,-0.621849939,-0.622796663
CHIC_ECHI_out,0.689214582,0.482339876,0.348726122,0.238546298,0.148815331,0.066984694,0.00142127,-0.054393431,-0.112367876,-0.15864231,-0.202631852,-0.246422579,-0.28455702,-0.316080273,-0.341815904,-0.371140371,-0.394231667,-0.40229744,-0.420234609,-0.430495574,-0.42773644,-0.425422465,-0.423540318,-0.422331961
ATLA_SRS_in,0.679836216,0.307889774,0.02154756,-0.176137094,-0.264625588,-0.291571774,-0.296097432,-0.298171297,-0.300867725,-0.299086197,-0.294774422,-0.289915448,-0.290459633,-0.293630409,-0.297189844,-0.299337814,-0.297047592,-0.29280214,-0.289685622,-0.288236694,-0.285525274,-0.287928108,-0.276691169,-0.245936651
ATLA_WASH_out,0.678112226,0.511481801,0.398093614,0.311572602,0.24505031,0.196582292,0.163678815,0.140106195,0.122657847,0.115142318,0.115131383,0.113837168,0.111176356,0.105654129,0.102615532,0.101783921,0.09753179,0.094654771,0.095068598,0.097047263,0.096205128,0.093237635,0.090590595,0.087097293
SACR_SNLL_out,0.670068355,0.337372946,0.274108284,0.258231911,0.235839621,0.249756383,0.255829129,0.241671127,0.237972374,0.233207192,0.213337642,0.194241686,0.179048713,0.166375147,0.158731623,0.15457905,0.149524982,0.145036782,0.138509139,0.130376136,0.118042242,0.104593054,0.088647148,0.072493157
BOST_STAR_in,0.664812658,0.388019575,0.256762248,0.168689545,0.096559017,0.03471854,-0.012993488,-0.052481345,-0.079229624,-0.093521264,-0.106253001,-0.122701896,-0.134224882,-0.146224042,-0.158106092,-0.175492975,-0.195791961,-0.217348135,-0.234943538,-0.254647814,-0.274806317,-0.297764216,-0.323179746,-0.34968951
ATLA_WASH_in,0.654495009,0.623099132,0.574714595,0.564362823,0.530906715,0.518258512,0.488356325,0.47257441,0.450776971,0.43353657,0.41370566,0.399788589,0.382797769,0.368991594,0.351429587,0.329308651,0.307686296,0.280716188,0.258703972,0.232576243,0.205310975,0.180673812,0.138956571,0.114787275
