Timesteps,75% Efficiency: (0.75),85% Efficiency: (0.85),95% Efficiency: (0.95)
146161,14.41970444,7.911771297,7.591208935
147272,14.32532883,8.12594986,7.432710171
148104,14.23914433,8.063760757,7.442764282
148221,14.22043705,8.032874107,7.400044441
148580,14.30301285,8.000821114,7.434255123
149266,14.14775085,7.917164803,7.28044939
149450,14.08547974,8.081801414,7.418584824
149705,14.08468533,7.991586685,7.245297909
150232,14.13662338,8.126994133,7.347868919
150583,14.15643787,7.997478008,7.397120953
151117,14.22697163,7.918758392,7.094928741
152674,14.19820213,8.007367134,7.427793026
153159,14.1256237,8.078951836,7.020489216
153344,14.25981903,8.052188873,7.123029232
154119,14.06770325,7.968506336,6.962603569
154266,14.08919621,7.962104797,6.859480381
154436,14.06215858,7.811032295,6.664728642
155543,13.96228313,7.930001259,6.826743126
155874,13.96497631,7.954652309,6.887773037
156284,13.89403439,7.959450245,6.885846138
156506,13.92254734,7.861462593,7.027052879
157802,13.84095383,7.945324898,6.730345249
158411,13.84345818,8.018438339,6.612247944
158785,13.88071537,7.940833569,6.561028004
158926,13.76903725,7.970572472,6.673689365
160073,13.33516788,8.013113022,6.628547668
160751,13.81402016,7.921820164,6.542384624
161145,13.83457661,8.040884972,6.533816338
162148,13.65702248,8.050167084,6.593531132
162726,13.64575005,8.093132019,6.440937519
163204,13.66743374,7.720166683,6.534850121
164117,13.60452938,7.796554565,6.544571877
164317,13.60846233,7.858641624,6.549330235
164938,13.56492043,7.8523283,6.498408318
166795,13.85385609,7.744279385,6.436123371
169073,13.85231686,7.884987354,6.416432381
169392,14.00466728,7.795239449,6.462146759
171154,14.00857735,7.901054859,6.244886875
171420,14.05709743,7.890238285,6.459898472
172007,13.97152519,7.83394146,6.354169369
172460,13.99255276,7.852517128,6.476993561
173800,13.83961391,7.894788742,6.289510727
173836,13.91517925,7.867623329,6.364450932
174004,13.8328495,7.859416008,6.130503178
175296,13.68021297,7.750939846,6.393843174
175415,13.92950535,7.769789696,6.420331001
175983,13.52774429,7.835234642,6.314448833
176858,13.62335587,7.695101261,6.343507767
178218,13.49068451,7.828816891,6.377632618
178279,13.51999187,7.832208157,6.429588795
178334,13.36598206,7.802528858,6.290571213
178565,13.63210487,7.827960968,6.148993015
178748,13.54338074,7.761644363,6.228694916
180981,13.56753254,7.87097168,6.150470257
181422,13.53111744,7.832175255,5.957649231
184036,13.66610909,7.720740318,6.1086936
184472,13.70384502,8.08582592,6.095235348
184654,13.6534462,7.788776875,6.373310566
185814,13.63934517,7.725334644,6.305771351
186163,13.65937233,7.777890205,6.19204998
186582,13.58970737,7.796665668,6.428153992
186866,13.64342785,7.85565567,6.499056339
187267,13.54472828,7.965927124,6.444866657
187738,13.52376652,7.784031868,6.195353985
187863,13.51166248,7.701798439,6.207980633
188419,13.66045189,7.864203453,6.677594185
189083,13.57258415,7.595803261,6.222492695
189487,13.50967312,7.903927326,6.346964836
190104,13.5154829,7.835740566,6.352174759
191929,13.36174011,7.763335228,6.330085278
192022,13.26111031,7.858841419,6.309503555
192473,13.33404255,7.870452404,6.287463665
193483,13.25235653,7.929111958,6.263998508
193878,13.26165009,7.806210995,6.205539703
193957,13.29053402,7.785712242,6.292013645
194815,13.27864361,7.816064358,6.07010603
194988,13.23991108,7.836559296,6.100341797
195235,13.25828075,7.77318573,6.002857208
195646,13.17108631,7.756045341,6.17820406
196063,13.19880104,7.857156754,6.140665531
196540,13.11379337,7.682602406,6.150678635
196901,13.26910591,7.431643486,6.171943188
197345,13.14862537,7.596081257,5.94749403
199090,13.10625267,7.549487591,5.905148029
199158,13.11192513,7.621542931,5.893994331
199386,13.23515034,7.432530403,5.86188221
199831,13.10690308,7.384965897,5.812675953
200162,13.28386402,7.618112087,5.792836189
