sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
SLAC_SUNN_out,0.015558668,-0.091668548,-0.089720074,-0.050699086,-0.020140511,-0.009233017,-0.013774926,-0.026190966,-0.040498243,-0.053399772,-0.063730322,-0.071543739,-0.077400732,-0.081962302,-0.08581379,-0.089415668,-0.093111982,-0.097154488,-0.101726813,-0.106963184,-0.112960808,-0.119787487,-0.127485422,-0.136073767
ELPA_SUNN_in,0.946849038,0.919835569,0.894418883,0.861023316,0.825178095,0.78926189,0.75504029,0.723860704,0.696668601,0.673961299,0.655833068,0.642076228,0.632284366,0.625935414,0.622451923,0.621242031,0.621726853,0.623357572,0.625626582,0.628074786,0.630297051,0.631947048,0.63274224,0.632468749
ELPA_SUNN_out,0.896617565,0.859191348,0.830875874,0.793570956,0.753700824,0.712698811,0.671865387,0.632700039,0.596731867,0.565164535,0.538663705,0.517307913,0.500664264,0.4879439,0.478186045,0.470423869,0.463801868,0.457636334,0.451427565,0.444840958,0.437673708,0.429821248,0.421249662,0.411977142
ATLA_NASH_in,0.951909998,0.932538086,0.912807977,0.887750251,0.861182054,0.8343117,0.807873758,0.782649041,0.759505943,0.739211258,0.72227431,0.708890215,0.698964212,0.692178742,0.688070793,0.686100621,0.685704351,0.686329973,0.687459962,0.68862407,0.689406979,0.689453653,0.68847494,0.686253155
ATLA_NASH_out,0.874536713,0.840858293,0.812362513,0.783252549,0.756026151,0.729882679,0.704076072,0.678676493,0.654393632,0.632125328,0.612596783,0.596180125,0.582875767,0.572397142,0.564294475,0.558068313,0.553247495,0.54942822,0.546282744,0.543550377,0.541022312,0.538527535,0.535923404,0.533091642
CHIC_ECHI_in,0.969303417,0.939802533,0.911964248,0.876125631,0.837337744,0.797063386,0.756215955,0.716042161,0.678326495,0.644965435,0.61742768,0.596427344,0.581904736,0.573220499,0.569407196,0.569367484,0.571988033,0.576189649,0.58094757,0.585307738,0.588408839,0.589509985,0.588018762,0.583513123
CHIC_ECHI_out,0.961349127,0.93394296,0.902543878,0.863068227,0.822105492,0.78115889,0.740462945,0.700554348,0.662699841,0.628524587,0.599475645,0.576464006,0.559758954,0.549058747,0.543632903,0.54246473,0.54436623,0.548065499,0.552275621,0.555753933,0.557354988,0.556076972,0.551100044,0.541814333
NERSC_SUNN_in,-0.078528639,-0.099782901,-0.06704626,-0.021716412,0.012302921,0.030613143,0.036976634,0.0364874,0.033064568,0.029068482,0.025657873,0.02325195,0.021882194,0.021407828,0.021629703,0.022342508,0.023354184,0.02449059,0.02559472,0.026524348,0.02715037,0.027356428,0.02703976,0.026112429
NERSC_SUNN_out,-0.170529417,-0.140321745,-0.090333162,-0.041275507,-0.006913851,0.012537056,0.021401562,0.024073224,0.02369113,0.022156035,0.020493413,0.019193652,0.018444742,0.018272911,0.018621952,0.019396019,0.020481748,0.021759944,0.023111146,0.024418872,0.025571836,0.026466176,0.027007533,0.027113471
AMST_BOST_in,0.942926767,0.915372273,0.886471136,0.849647384,0.810371949,0.770894266,0.732547738,0.696502463,0.663873669,0.635570724,0.612208282,0.594092998,0.581224299,0.573299474,0.569747716,0.569804533,0.572610188,0.577301895,0.583076553,0.589218064,0.595100528,0.600183241,0.604009964,0.606215088
AMST_BOST_out,0.913663616,0.87970988,0.8432275,0.804291335,0.767150904,0.731604195,0.696903137,0.663201276,0.631533304,0.60322563,0.579372994,0.560585992,0.546970585,0.538227305,0.533777652,0.532870674,0.534658399,0.538248079,0.542741321,0.547268555,0.551021741,0.553284696,0.553459523,0.551086921
BNL_NEWY_in,0.971126241,0.968764171,0.965583387,0.962182939,0.958775157,0.955173824,0.951278151,0.947200907,0.943211092,0.939610113,0.936624848,0.934356739,0.932783853,0.931793634,0.931222308,0.930887294,0.930609197,0.930223863,0.929586381,0.928572301,0.927076348,0.925011463,0.922308415,0.918916954
BNL_NEWY_out,0.17473301,0.118470402,0.12314358,0.14144575,0.150192533,0.146350471,0.134664619,0.120579814,0.107600873,0.097182401,0.089511418,0.084213573,0.080746301,0.07857119,0.07721854,0.07630691,0.075541758,0.074706824,0.073647886,0.072256817,0.070457387,0.068194563,0.065428667,0.062132581
DENV_PNWG_in,0.821899803,0.771084065,0.720861432,0.663373684,0.603695694,0.54351494,0.48478313,0.429983888,0.381394966,0.340387331,0.307319801,0.281866317,0.263392024,0.251181503,0.24452114,0.242700234,0.244981884,0.250572681,0.258605563,0.268142593,0.278199068,0.287784956,0.295957597,0.301877179
DENV_PNWG_out,0.90929983,0.876046502,0.84126219,0.799390203,0.755061908,0.710362349,0.666968324,0.626539013,0.590544727,0.559957837,0.535173492,0.516156202,0.502633885,0.494216809,0.490432669,0.490721546,0.494427707,0.500804337,0.50903255,0.518252073,0.527600134,0.536255677,0.543484635,0.548681313
ATLA_ORNL_in,0.803860706,0.755987807,0.704927014,0.651075928,0.599385862,0.549122467,0.499110797,0.449666774,0.4024503,0.359554572,0.322693683,0.292786545,0.269915663,0.253509362,0.242592621,0.236005966,0.232554806,0.231092026,0.230556887,0.229991715,0.228551716,0.225515512,0.220297684,0.212460881
ATLA_ORNL_out,0.963606251,0.941766689,0.919678173,0.890551348,0.858982621,0.827450949,0.797828434,0.771416477,0.748950198,0.73064534,0.716355888,0.705751199,0.698437782,0.694014215,0.692080651,0.692228884,0.69403126,0.697037773,0.700783902,0.70480646,0.708663507,0.711954551,0.714338419,0.715547389
AOFA_LOND_in,0.951532735,0.925985339,0.894787527,0.857718502,0.819570206,0.782096248,0.746164064,0.712707717,0.682882797,0.657733984,0.637891516,0.623475747,0.614163256,0.609311809,0.608075999,0.609490751,0.612528495,0.616143183,0.61931217,0.62108008,0.620603306,0.617190425,0.610334143,0.599731065
AOFA_LOND_out,0.862367956,0.782812499,0.691687104,0.581806399,0.468096748,0.357329395,0.252837173,0.157196308,0.07311011,0.002748487,-0.052954865,-0.094441277,-0.123218535,-0.141438015,-0.151569567,-0.156216225,-0.158014871,-0.159559868,-0.16331271,-0.171493335,-0.185967486,-0.208149252,-0.238934555,-0.278672841
ELPA_HOUS_in,0.889953342,0.850678448,0.821750995,0.784152335,0.744589116,0.704444824,0.664884045,0.627233995,0.592850512,0.562789661,0.537613707,0.517348824,0.501556703,0.489477636,0.480200245,0.472814206,0.466518204,0.460674984,0.454821511,0.448649472,0.441974069,0.434701449,0.426802933,0.418297576
ELPA_HOUS_out,0.944835773,0.917651771,0.891770647,0.859791632,0.826683416,0.794570903,0.764802084,0.738278815,0.715577963,0.696959664,0.682406896,0.671691751,0.664443745,0.66020793,0.658489604,0.658784949,0.66059972,0.663459076,0.666913028,0.670540701,0.6739557,0.676813054,0.678817942,0.679734977
ANL_STAR_in,-5343034.398,-7985948.958,-10490549.47,-12969070.26,-15396975.68,-17870879.55,-20398373.07,-22930890.29,-25384804.57,-27680448.65,-29774666.05,-31671532.85,-33413917.08,-35067360.35,-36706545.73,-38408307.36,-40250354,-42312708.31,-44679484.14,-47440174.16,-50690015.23,-54529924.29,-59065883.19,-64407865.02
ANL_STAR_out,-9857478.291,-14495119.2,-18992574.13,-22563836.1,-25694367.83,-28825802.68,-32116558.18,-35541762.41,-38972829.7,-42266571.24,-45329128.67,-48138003.03,-50731839.22,-53187089.49,-55598173.1,-58067069.37,-60701501.65,-63616878.23,-66938740.06,-70804275.48,-75362526.12,-80773984.48,-87209619.22,-94848981.13
CERN-513_WASH_in,0.958563052,0.945211827,0.930463387,0.913178542,0.895845042,0.878982162,0.862610233,0.846894436,0.832267312,0.81927241,0.808376117,0.799852238,0.793752173,0.789932536,0.788107002,0.78789935,0.788887445,0.790636087,0.792720469,0.79474292,0.796345448,0.797219475,0.797113689,0.795839772
CERN-513_WASH_out,0.957953472,0.944324609,0.93124522,0.913881376,0.894541913,0.873859987,0.852358909,0.830867887,0.810529857,0.792485506,0.777558901,0.766115161,0.758093895,0.753138253,0.750737645,0.750334647,0.751383598,0.753372336,0.755825388,0.758302793,0.760402803,0.761769669,0.762104701,0.761178069
DENV_KANS_in,0.774270489,0.736639797,0.701357064,0.656160668,0.60727678,0.556645749,0.505781662,0.456638682,0.411699302,0.37333535,0.343130833,0.321571219,0.308154714,0.301741161,0.300911424,0.30420609,0.310230375,0.317673707,0.325301594,0.331955795,0.336574809,0.338229775,0.336165025,0.329833646
DENV_KANS_out,0.836390178,0.803286484,0.772733983,0.733563519,0.691641547,0.648935403,0.606937986,0.567221943,0.531479068,0.50111661,0.476928567,0.459037938,0.447043822,0.440226351,0.437710903,0.438565145,0.441843631,0.44660643,0.451932147,0.456937057,0.460802451,0.46280743,0.46236111,0.459029052
BOIS_DENV_in,0.853917759,0.817991883,0.789123278,0.760750934,0.731278127,0.698584284,0.662546049,0.624617867,0.587018376,0.552049906,0.521676121,0.497287641,0.479582011,0.46855751,0.4636403,0.463890808,0.468200156,0.475427384,0.484475205,0.494322755,0.504038744,0.512791213,0.519861283,0.524659475
BOIS_DENV_out,0.579952536,0.471338688,0.408191456,0.381526255,0.367309959,0.350891063,0.328466643,0.301950576,0.274829211,0.24998933,0.229014631,0.212300255,0.199464746,0.189753408,0.182318094,0.176366953,0.171221672,0.166323051,0.161215516,0.1555277,0.148957291,0.141262372,0.132258027,0.121816352
AOFA_NEWY_in,0.896633682,0.854248372,0.807894347,0.749842351,0.689219421,0.6298835,0.573405259,0.520730379,0.472987332,0.431296049,0.396372894,0.368330395,0.346708994,0.330628203,0.318949041,0.310399238,0.303659612,0.29742996,0.290488417,0.28174898,0.27031349,0.255511147,0.236920916,0.21437545
AOFA_NEWY_out,0.946190416,0.920026531,0.889784202,0.854647391,0.819994723,0.787179876,0.756336545,0.727668658,0.701800602,0.679508725,0.661383542,0.647650789,0.638155421,0.632432287,0.629797841,0.629430412,0.63043468,0.631895396,0.632926331,0.632715976,0.630567826,0.625932258,0.618426807,0.607844434
AOFA_STAR_in,0.907002887,0.862900403,0.807736492,0.74209427,0.674946534,0.609554141,0.547288713,0.489452374,0.437759076,0.393874624,0.358899943,0.333176663,0.316367955,0.307634729,0.305787802,0.309386781,0.316807488,0.326308369,0.336111536,0.344498313,0.34990757,0.351023693,0.346843207,0.336715879
AOFA_STAR_out,0.900828533,0.861905938,0.816460301,0.763752316,0.711293445,0.661312196,0.614351539,0.570985282,0.532287811,0.499415512,0.473118636,0.453544776,0.440302507,0.43261946,0.429480693,0.429718419,0.432071939,0.435241347,0.437948346,0.43900324,0.43737096,0.432227102,0.422996575,0.409372068
DENV_SACR_in,0.857746011,0.829749795,0.806066144,0.775246783,0.742089762,0.707884089,0.673623607,0.640516734,0.609994228,0.583329056,0.561306175,0.544133746,0.531565675,0.523097157,0.518120591,0.516007207,0.516133406,0.51788279,0.520645156,0.523821774,0.526838483,0.52916469,0.530334742,0.529968821
DENV_SACR_out,0.802847253,0.769894638,0.739753181,0.70060656,0.657935164,0.613367799,0.568184806,0.524120023,0.483450996,0.448412514,0.420548052,0.400387711,0.387531518,0.380975392,0.379459968,0.381707815,0.386527798,0.392829229,0.399601234,0.40589691,0.410838453,0.413641842,0.413651009,0.410371302
NASH_WASH_in,0.958827033,0.945109511,0.934653643,0.922227767,0.909595176,0.896712907,0.883520102,0.870251056,0.85736468,0.845350967,0.834584805,0.825259881,0.817389963,0.810852683,0.805448137,0.800950837,0.797144139,0.793836786,0.790866266,0.78809513,0.785404977,0.782690986,0.779858427,0.776820903
NASH_WASH_out,0.946662784,0.922859465,0.900430424,0.873439502,0.846228068,0.819777975,0.794255062,0.769901813,0.747250698,0.726969813,0.709660018,0.695719574,0.68529213,0.678277549,0.674377427,0.673153482,0.674084606,0.676615442,0.68019399,0.684297949,0.688451744,0.692237023,0.695299,0.697349807
ALBQ_DENV_in,0.84227933,0.806659002,0.772116525,0.717596515,0.651729617,0.577565352,0.499514026,0.422584526,0.351216092,0.288494284,0.23598299,0.193904105,0.1614518,0.137146028,0.119173874,0.105676946,0.094960243,0.08561728,0.076583616,0.067138256,0.056872222,0.04564042,0.033509323,0.020705563
ALBQ_DENV_out,0.943761055,0.942664756,0.938448933,0.933885553,0.929540332,0.925271124,0.920898154,0.916436917,0.91208726,0.90812497,0.904788533,0.902211219,0.900407386,0.899294564,0.898727653,0.89852973,0.898513495,0.898493568,0.898292417,0.897742698,0.896688307,0.89498576,0.892506983,0.889143784
AOFA_WASH_in,0.935188935,0.913275093,0.889262432,0.860592588,0.831578832,0.803053451,0.775181356,0.748454885,0.723841714,0.702423765,0.685017314,0.671981352,0.663214004,0.658252675,0.656397702,0.656817143,0.658623081,0.660925668,0.662873994,0.66368992,0.662696451,0.659340939,0.653211795,0.644048521
AOFA_WASH_out,0.916148558,0.896312132,0.874977081,0.84906597,0.822394878,0.795389496,0.768035494,0.740796058,0.714730114,0.691119939,0.671047202,0.655139193,0.643518954,0.635888052,0.631655312,0.630053569,0.630224964,0.631278116,0.632329225,0.632536112,0.631128811,0.627437079,0.620913969,0.611154507
CHIC_NASH_in,0.798706737,0.744706477,0.69836029,0.655519216,0.617440785,0.581983675,0.547695385,0.514597203,0.483683149,0.456155285,0.432897203,0.414273911,0.400171008,0.390147306,0.383600695,0.37989246,0.378416969,0.37862641,0.380029557,0.382180976,0.384671437,0.387124714,0.389201424,0.390607374
CHIC_NASH_out,0.894989085,0.871854018,0.845503332,0.812656456,0.778068501,0.742967572,0.707818347,0.673419327,0.641007617,0.611872828,0.58698106,0.566794141,0.551277734,0.540019233,0.532374646,0.527592882,0.524898837,0.523539125,0.522803346,0.522034077,0.520635283,0.51808244,0.513935216,0.507850823
ALBQ_ELPA_in,0.892021422,0.858774972,0.822940617,0.771383243,0.711329516,0.646640586,0.581292688,0.519177401,0.463539156,0.416483582,0.37890946,0.350746867,0.331282496,0.319446173,0.314020373,0.313773694,0.317531652,0.324203724,0.332786962,0.342361891,0.35209182,0.361228787,0.369125908,0.37525316
ALBQ_ELPA_out,0.78546708,0.756586526,0.726241312,0.682079825,0.62857365,0.567646079,0.502901226,0.439047752,0.380557554,0.330361666,0.289349454,0.256787179,0.231146509,0.210794184,0.19435317,0.180809508,0.169488296,0.159977667,0.152040943,0.145535477,0.140348978,0.136357473,0.133403387,0.131291852
EASH_ECHI_in,0.961131778,0.933995656,0.903097997,0.864323156,0.824198301,0.784175296,0.744431839,0.705444339,0.668418832,0.634928272,0.606384658,0.583685369,0.567106961,0.556371812,0.550785219,0.549372847,0.5509916,0.554413641,0.558393225,0.561724613,0.563293749,0.562124259,0.557415066,0.548567992
EASH_ECHI_out,0.968850438,0.939575374,0.912158292,0.877178923,0.839662628,0.800936407,0.761736601,0.723148435,0.686837079,0.654627297,0.62795671,0.607538382,0.593332391,0.584733313,0.580816048,0.580529444,0.582807082,0.586615693,0.590974586,0.594971126,0.597782105,0.598700811,0.597163636,0.592771551
SACR_SNLL_in,0.484302884,0.382864832,0.333503688,0.317067484,0.307859202,0.292745933,0.27015143,0.243645246,0.217508447,0.19475801,0.176772839,0.163675646,0.154882365,0.149535597,0.146755597,0.145745944,0.145814529,0.14635683,0.14683262,0.146749273,0.14565595,0.143147821,0.138876843,0.132565054
SACR_SNLL_out,0.884417576,0.876506427,0.866284009,0.850357342,0.832233647,0.812860853,0.793181331,0.774164051,0.756660163,0.741222886,0.728071311,0.71714237,0.708168266,0.700753491,0.694442095,0.6887717,0.683314704,0.677707089,0.671664866,0.664988709,0.657556445,0.649306405,0.64021479,0.630272013
ATLA_SRS_in,0.907176564,0.885377344,0.866911172,0.838975716,0.80293674,0.760667805,0.714976322,0.668912972,0.625169306,0.585606172,0.551185542,0.522241306,0.498805818,0.480808208,0.468133864,0.460607365,0.457952864,0.4597584,0.465454881,0.474314985,0.48547309,0.497965105,0.510784371,0.522947691
ATLA_SRS_out,0.980983056,0.969851867,0.951009993,0.923175355,0.88676272,0.84244039,0.791917489,0.738042994,0.684550669,0.635314469,0.593530949,0.561205921,0.539075072,0.52689976,0.523909381,0.52911708,0.541402659,0.559451842,0.581694177,0.606324941,0.631421108,0.655112896,0.675758141,0.692075294
HOUS_KANS_in,0.857370437,0.8089418,0.767318536,0.722085172,0.677760187,0.634318176,0.591531292,0.549932955,0.510653455,0.474909929,0.44362369,0.417259273,0.395838265,0.379050204,0.366390825,0.357279472,0.351135473,0.347413451,0.345609676,0.345253877,0.345900124,0.347122911,0.348522117,0.349734584
HOUS_KANS_out,0.874655193,0.841425283,0.815204636,0.787843296,0.759065336,0.728602043,0.697193444,0.666196006,0.637101619,0.611185567,0.589349493,0.572074586,0.559429047,0.551139504,0.546713444,0.545561247,0.547078554,0.550681693,0.555810745,0.56191982,0.568470059,0.574932746,0.580803814,0.585626287
AMST_LOND_in,0.956896157,0.931233311,0.900917835,0.862234948,0.820422272,0.777902206,0.73625096,0.696988708,0.661698518,0.631642519,0.607458896,0.589163972,0.576354191,0.568415625,0.564641345,0.564263318,0.566446684,0.570287051,0.574829679,0.579111327,0.582215841,0.583331898,0.58180249,0.577159848
AMST_LOND_out,0.90314276,0.869937418,0.832087422,0.784884509,0.735142441,0.68487806,0.635126757,0.587222092,0.542897122,0.503844447,0.471326472,0.446010368,0.427987732,0.416885488,0.411992693,0.41236388,0.416891851,0.424359126,0.433483578,0.442967698,0.451554846,0.458088351,0.461567402,0.461193534
