#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,DeclaredThroughput,Actualthroughput
67.32.121.28,39195,5,0,4,2,250,1,250,0,0,0,1,1,173.194.44.95,80,5,0,5,2,362,1,362,0,0,0,1,1,1.44889E+12,1.44889E+12,132.821,36.465,89.381,36.465,89.381,36.465,67.397,1,0,1,0,1,0,1,36.275457,30.932,41.931,5.506035,3,62,62,0.837639,0.498,1.507,0.579681,3,51,51,0,0,0,0,0,0,1,1,7,1,0,1460,250,250,30336,29200,0,250,250,250,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1430,362,362,43648,42540,0,362,362,362,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.047697408,0.01505786
67.32.116.151,42657,6,0,5,3,40,1,40,0,0,0,1,1,192.48.79.30,53,4,0,4,1,761,1,761,0,0,0,1,1,1.44889E+12,1.44889E+12,1041.943,341.48,695.461,341.48,695.461,341.48,693.966,1,0,1,0,0,0,0,345.974468,340.982,352.486,5.896102,3,63,63,0.497317,0.469,0.525,0.028006,3,44,45,0,0,0,0,0,0,1,1,4,1,0,1460,40,40,16128,14600,0,40,40,40,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,761,761,14592,14480,0,761,761,761,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,j.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.000907837,0.000307119
45.32.19.21,53981,4,0,2,1,506,1,506,1,1,0,2,0,67.32.34.149,80,4,1,3,0,0,0,0,2,2,0,3,0,1.44889E+12,1.44889E+12,3687.125,3685.593,0,3685.593,0,3594.242,0,0,1,0,1,0,0,0,1.485851,1.486,1.486,0,1,114,114,0,0,0,0,0,61,61,0,0,0,0,0,0,1,0,2,1,0,1460,506,506,131100,8192,0,506,506,506,0,0,0,0,0,0,1,0,0,1,0,7,1,0,1380,0,0,3737600,29200,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,---,1,0,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,2.724091521,0.001097874
5.248.201.5,61021,74,0,73,26,1846,46,1846,0,0,0,1,1,67.32.108.173,48305,84,0,84,38,1719,44,1719,0,0,0,1,1,1.44889E+12,1.44889E+12,464004.547,77.408,77.877,459842.67,459843.176,73.912,77.877,0,1,0,1,0,0,0,13.944096,0.003,40.443,18.482602,48,113,114,156.212356,66.88,266.101,77.591986,46,62,62,0,0,0,0,0,0,0,0,0,1,0,1460,1024,4,17520,16071,0,1024,4,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1460,780,4,32768,29200,0,780,4,33,0,0,0,0,0,0,0,0,0,0,0,---,46,44,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.202556685,3.18273E-05
67.32.116.151,55103,6,0,5,3,42,1,42,0,0,0,1,1,192.48.79.30,53,4,0,4,1,763,1,763,0,0,0,1,1,1.44889E+12,1.44889E+12,1096.395,357.95,736.419,357.95,736.419,357.95,735.894,1,0,1,0,0,0,0,364.788507,357.948,377.944,11.385929,3,63,63,0.002333,0.002,0.003,0.000577,3,45,45,0,0,0,0,0,0,1,1,4,1,0,1460,42,42,16128,14600,0,42,42,42,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,763,763,14592,14480,0,763,763,763,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,j.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.000889021,0.000306459
67.32.115.74,58521,5,0,4,2,655,1,655,0,0,0,1,1,62.161.94.220,80,3,0,3,1,308,1,308,0,0,0,1,1,1.44889E+12,1.44889E+12,406.426,313.543,346.988,313.543,346.988,45.953,346.988,1,0,1,0,1,0,1,38.771374,33.445,44.93,5.787276,3,126,126,1.00545,0.988,1.023,0,2,117,243,0,0,0,0,0,0,0,0,0,1,0,1460,655,655,64240,8192,0,655,655,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,308,308,64240,8190,0,308,308,308,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0,0,0,0,0,0,logc156.xiti.com,234.122.1.21,1.44889E+12,1.44889E+12,0.116625862,0.012892876
67.32.71.171,50598,6,0,5,3,631,1,631,0,0,0,1,1,95.131.137.7,80,5,0,5,2,523,1,523,0,0,0,1,1,1.44889E+12,1.44889E+12,142.788,42.953,96.855,42.953,96.855,42.457,94.885,1,0,1,0,1,0,1,46.441452,42.453,51.932,4.914073,3,62,62,0.002,0.001,0.004,0.001732,3,47,47,0,0,0,0,0,0,1,1,5,1,0,1460,631,631,131744,65535,0,631,631,631,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,523,523,30720,28960,0,523,523,523,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0,0,0,0,0,0,sv.ciblelink.com,234.122.1.21,1.44889E+12,1.44889E+12,0.097204036,0.035353111
67.32.116.151,34804,6,0,5,3,42,1,42,0,0,0,1,1,192.42.93.30,53,6,0,6,2,763,2,1526,1,763,0,1,1,1.44889E+12,1.44889E+12,503.752,171.735,337.493,171.735,337.494,171.735,337.493,1,0,1,0,0,0,0,167.744409,165.758,171.733,3.449379,3,63,63,0.002,0.002,0.002,0,2,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,42,42,16128,14600,0,42,42,42,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,763,763,14592,14480,0,763,763,763,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.001956526,0.000666995
67.32.116.212,50769,6,0,5,3,57,1,57,0,0,0,1,1,192.5.4.1,53,6,0,6,2,731,1,731,1,1,0,1,2,1.44889E+12,1.44889E+12,77.904,26.983,52.426,26.983,52.426,26.485,52.426,1,0,1,0,0,0,0,25.794474,25.443,26.479,0.592166,3,63,63,0.004,0.002,0.006,0,2,53,54,0,0,0,0,0,0,1,1,7,1,0,1460,57,57,16128,14600,0,57,57,57,0,0,0,0,0,0,0,0,0,1,1,6,1,0,1460,731,731,66560,65535,0,731,731,731,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.017221194,0.005853358
67.32.116.151,45675,6,0,5,3,41,1,41,0,0,0,1,1,192.12.94.30,53,6,0,6,2,762,2,1524,1,762,0,1,1,1.44889E+12,1.44889E+12,138.274,43.912,91.354,43.912,91.364,43.912,91.354,1,0,1,0,0,0,0,45.763141,43.91,47.442,1.772665,3,63,63,0.0015,0.001,0.002,0,2,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,41,41,16128,14600,0,41,41,41,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,762,762,14592,14480,0,762,762,762,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,e.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.006913705,0.002372102
83.170.203.46,54439,12,0,11,5,175,4,175,1,1,0,1,2,67.32.108.230,61742,9,0,9,3,118,4,118,0,0,0,1,1,1.44889E+12,1.44889E+12,1973.611,188.72,189.74,1107.885,1110.864,187.745,189.74,0,1,0,1,0,0,0,70.231996,0.003,204.219,103.820112,6,43,43,215.179914,131.282,266.139,51.22384,6,126,126,0,0,0,0,0,0,1,1,5,1,0,1452,90,8,131744,65535,0,90,8,90,0,0,0,0,1,0,0,0,0,1,1,8,1,0,1460,64,8,66048,8192,0,64,1,64,0,0,0,0,0,0,0,0,0,0,0,---,4,4,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.003525627,0.00070936
67.32.107.172,48345,21,0,20,18,359,1,359,0,0,0,1,1,216.58.210.168,80,20,1,19,6,15351,11,15351,0,0,0,1,1,1.44889E+12,1.44889E+12,258863.244,38.969,94.86,38.969,131.303,38.44,73.909,1,0,1,0,1,0,1,36.687666,34.94,38.439,0,2,62,62,3.112591,0.001,36.956,10.171663,13,54,54,0,0,0,0,0,0,1,1,7,1,0,1460,359,359,42368,14600,0,359,359,359,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1430,1418,1171,43648,42540,0,8508,1171,7090,0,0,0,0,0,0,0,0,0,1,1,200,1,2,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.074715783,1.10947E-05
67.32.116.151,53223,6,0,5,3,43,1,43,0,0,0,1,1,192.12.94.30,53,6,0,6,2,764,2,1528,1,764,0,1,1,1.44889E+12,1.44889E+12,145.286,48.923,96.876,48.923,96.877,48.427,96.876,1,0,1,0,0,0,0,48.10573,47.943,48.426,0.276019,3,63,63,0.001,0.001,0.001,0,2,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,43,43,16128,14600,0,43,43,43,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,764,764,14592,14480,0,764,764,764,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,e.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.007103622,0.002367744
67.32.116.151,39654,6,0,5,3,51,1,51,0,0,0,1,1,192.42.93.30,53,6,0,6,2,772,1,772,1,1,0,1,2,1.44889E+12,1.44889E+12,508.776,167.74,336.505,167.74,336.505,167.74,336.505,1,0,1,0,0,0,0,169.09603,167.269,171.271,2.02213,3,63,63,0.236988,0.003,0.471,0,2,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,51,51,16144,14600,0,51,51,51,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,772,772,66560,65535,0,772,772,772,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.00238219,0.000801925
67.32.116.151,55501,6,0,5,3,40,1,40,0,0,0,1,1,192.12.94.30,53,4,0,4,1,761,1,761,0,0,0,1,1,1.44889E+12,1.44889E+12,152.797,58.413,105.35,58.413,105.35,58.413,104.868,1,0,1,0,0,0,0,50.260991,45.921,58.412,7.062578,3,63,63,0.007666,0.001,0.011,0.005774,3,53,53,0,0,0,0,0,0,1,1,4,1,0,1460,40,40,16128,14600,0,40,40,40,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,761,761,14592,14480,0,761,761,761,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,e.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.005478326,0.002094282
67.32.116.151,37596,6,0,5,3,41,1,41,0,0,0,1,1,192.52.178.30,53,6,0,6,2,762,1,762,1,1,0,1,2,1.44889E+12,1.44889E+12,92.867,31.456,62.909,31.456,62.909,31.456,62.909,1,0,1,0,0,0,0,30.797973,29.49,31.454,1.133627,3,63,63,0.002,0.002,0.002,0,2,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,41,41,16128,14600,0,41,41,41,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,762,762,66560,65535,0,762,762,762,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,k.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.010427926,0.003531933
205.201.135.161,5740,99,1,98,2,125454,95,125454,0,0,0,1,0,67.32.109.75,25,54,0,54,47,221,5,221,0,0,0,1,1,1.44889E+12,1.44889E+12,1364.025,271.139,157.306,1248.187,1248.673,110.353,157.306,0,1,0,1,1024,0,0,0.679068,0.001,5.494,0.800657,43,54,54,114.080765,109.838,116.832,2.542884,6,62,62,0,0,0,0,0,0,1,1,7,1,0,1380,1368,6,14720,14600,0,19152,6,29,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1460,92,9,62928,5792,0,92,9,36,0,0,0,0,0,0,0,0,0,0,0,---,13,5,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,27.88787768,0.735787101
67.32.115.36,50941,17,0,16,6,7868,9,7868,0,0,0,1,1,54.239.38.80,80,11,0,11,5,1143,4,1143,0,0,0,1,1,1.44889E+12,1.44889E+12,6146.04,44.948,92.395,3218.823,3280.713,44.948,88.404,1,0,1,0,1,0,2,51.765314,43.456,61.89,6.382903,9,62,62,0.247663,0.002,0.494,0.265502,6,33,231,0,0,0,0,0,0,1,1,5,1,0,1460,1460,6,262144,65535,0,3278,1460,3278,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1460,286,285,2093824,8128,0,286,285,286,0,0,0,0,0,0,0,0,0,4,4,204,4,4,-,-,0,0,0,0,0,0,0,0,0,fls-eu.amazon.com,234.122.1.21,1.44889E+12,1.44889E+12,0.423719502,0.010241391
67.32.104.242,57195,2,1,0,0,0,0,0,0,0,0,1,0,17.172.34.48,993,1,0,1,0,0,0,0,0,0,0,1,0,1.44889E+12,1.44889E+12,126.818,0,0,0,0,0,0,1,0,1,0,0,0,0,126.281372,126.294,126.294,0,1,62,62,0,0,0,0,0,51,51,0,0,0,0,0,0,1,1,5,1,0,1460,0,0,65535,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,0,0,14480,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0
67.32.116.151,42390,6,0,5,3,57,1,57,0,0,0,1,1,192.52.178.30,53,4,0,4,1,628,1,628,0,0,0,1,1,1.44889E+12,1.44889E+12,92.895,30.954,61.442,30.954,61.442,30.954,61.44,1,0,1,0,0,0,0,30.465651,30.446,30.486,0.020033,3,63,63,0.325656,0.009,0.486,0.274249,3,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,57,57,15856,14600,0,57,57,57,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,628,628,14592,14480,0,628,628,628,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,k.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.014957685,0.004908768
67.32.116.151,52955,6,0,5,3,37,1,37,0,0,0,1,1,192.52.178.30,53,4,0,4,1,758,1,758,0,0,0,1,1,1.44889E+12,1.44889E+12,101.337,33.456,66.897,33.456,66.897,32.92,66.378,1,0,1,0,0,0,0,32.923903,32.919,32.934,0.007937,3,63,63,0.003333,0.001,0.007,0.003215,3,52,52,0,0,0,0,0,0,1,1,4,1,0,1460,37,37,16128,14600,0,37,37,37,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,758,758,14592,14480,0,758,758,758,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,k.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.008987672,0.002920947
80.169.227.90,31700,4,0,3,2,0,0,0,0,0,0,1,1,67.32.79.143,443,4,0,4,1,0,0,0,1,1,0,2,1,1.44889E+12,1.44889E+12,12693.896,0,0,0,0,1961.59,11965.963,0,1,0,1,0,0,0,3.733313,3.471,3.996,0,2,119,119,727.860214,727.933,727.933,0,1,61,61,0,0,0,0,0,0,1,0,8,1,0,1460,0,0,65536,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1460,0,0,1868800,14600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0
180.76.15.14,40373,6,0,5,3,268,1,268,0,0,0,1,1,67.32.181.19,80,5,0,5,2,1441,1,1441,0,0,0,1,1,1.44889E+12,1.44889E+12,845.761,371.453,479.286,371.453,479.286,370.97,471.81,0,1,0,1,1,0,1,33.775207,0.474,100.357,57.66055,3,35,35,367.479084,366.001,370.472,2.581333,3,62,62,0,0,0,0,0,0,1,0,8,1,0,1460,268,268,17664,14600,0,268,268,268,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1460,1441,1441,65664,65535,0,1441,1441,1441,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.021363731,0.002534995
67.32.107.172,38337,21,0,20,11,5063,8,5063,0,0,0,1,1,23.21.163.138,80,13,0,13,3,1704,8,1704,0,0,0,1,1,1.44889E+12,1.44889E+12,292111.075,113.311,243.126,217002.956,217103.309,112.801,219.667,1,0,1,0,1,0,1,106.092539,99.35,114.342,5.851048,10,62,62,3.794262,0.001,36.946,11.650046,10,36,36,0,0,0,0,0,0,1,1,7,1,0,1460,720,603,23296,14600,0,720,603,603,0,0,0,0,0,0,0,0,0,1,1,8,1,0,8961,213,213,25856,15872,0,213,213,213,0,0,0,0,0,0,0,0,0,8,8,200,8,8,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.05037519,0.00013866
67.32.116.151,45983,6,0,5,3,48,1,48,0,0,0,1,1,192.12.94.30,53,4,0,4,1,769,1,769,0,0,0,1,1,1.44889E+12,1.44889E+12,144.286,48.404,95.337,48.404,95.337,48.404,94.844,1,0,1,0,0,0,0,47.924736,46.44,48.937,1.314704,3,63,63,0.004667,0.002,0.009,0.003786,3,53,53,0,0,0,0,0,0,1,1,4,1,0,1460,48,48,16144,14600,0,48,48,48,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,769,769,14592,14480,0,769,769,769,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,e.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.007846823,0.002661381
67.32.116.151,56680,6,0,5,3,42,1,42,0,0,0,1,1,192.42.93.30,53,6,0,6,2,763,1,763,1,1,0,1,2,1.44889E+12,1.44889E+12,507.261,170.234,337.505,170.234,337.505,169.72,337.505,1,0,1,0,0,0,0,168.253392,167.271,169.718,1.289703,3,63,63,0.0015,0.001,0.002,0,2,54,55,0,0,0,0,0,0,1,1,4,1,0,1460,42,42,16128,14600,0,42,42,42,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,763,763,66560,65535,0,763,763,763,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.001979755,0.000662381
67.32.116.151,55300,6,0,5,3,40,1,40,0,0,0,1,1,192.42.93.30,53,4,0,4,1,761,1,761,0,0,0,1,1,1.44889E+12,1.44889E+12,502.271,165.258,331.539,165.258,331.539,165.258,331.036,1,0,1,0,0,0,0,166.091797,164.775,167.739,1.507582,3,63,63,0.161661,0.001,0.483,0.278283,3,54,54,0,0,0,0,0,0,1,1,4,1,0,1460,40,40,16128,14600,0,40,40,40,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,761,761,14592,14480,0,761,761,761,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.001907726,0.000637106
67.32.116.151,41209,6,0,5,3,39,1,39,0,0,0,1,1,192.42.93.30,53,4,0,4,1,760,1,760,0,0,0,1,1,1.44889E+12,1.44889E+12,503.278,165.746,333.997,165.746,333.997,165.746,333.528,1,0,1,0,0,0,0,167.261091,165.279,168.739,1.786638,3,63,63,0.158328,0.001,0.467,0.26733,3,52,52,0,0,0,0,0,0,1,1,4,1,0,1460,39,39,16128,14600,0,39,39,39,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,760,760,14592,14480,0,760,760,760,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.001849009,0.000619936
67.32.116.151,34995,6,0,5,3,44,1,44,0,0,0,1,1,192.12.94.30,53,4,0,4,1,765,1,765,0,0,0,1,1,1.44889E+12,1.44889E+12,157.251,49.908,100.851,49.908,100.851,49.395,100.847,1,0,1,0,0,0,0,51.919936,48.926,55.9,3.589345,3,63,63,0.322989,0.001,0.499,0.279263,3,53,54,0,0,0,0,0,0,1,1,4,1,0,1460,44,44,16144,14600,0,44,44,44,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,765,765,14592,14480,0,765,765,765,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,e.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.006296959,0.00223846
67.32.116.151,47465,6,0,5,3,41,1,41,0,0,0,1,1,192.42.93.30,53,4,0,4,1,762,1,762,0,0,0,1,1,1.44889E+12,1.44889E+12,509.241,169.239,337.014,169.239,337.014,169.239,336.516,1,0,1,0,0,0,0,169.081697,167.277,171.233,1.999205,3,63,63,0.166661,0.001,0.487,0.277471,3,54,55,0,0,0,0,0,0,1,1,4,1,0,1460,41,41,16128,14600,0,41,41,41,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,762,762,14592,14480,0,762,762,762,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.001915519,0.000644096
67.32.116.151,36082,6,0,5,3,38,1,38,0,0,0,1,1,192.42.93.30,53,6,0,6,2,759,1,759,1,1,0,1,2,1.44889E+12,1.44889E+12,504.762,165.756,333.03,165.756,333.03,165.756,333.03,1,0,1,0,0,0,0,168.079064,165.755,171.225,2.82367,3,63,63,0.253487,0.001,0.506,0,2,54,55,0,0,0,0,0,0,1,1,4,1,0,1460,38,38,16128,14600,0,38,38,38,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,759,759,66560,65535,0,759,759,759,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.001775442,0.000602264
67.32.239.167,46933,10,1,8,3,1240,4,1240,0,0,0,1,1,64.235.151.55,443,11,0,11,3,4433,6,4433,0,0,0,1,1,1.44889E+12,1.44889E+12,721.942,136.319,268.601,591.653,721.437,127.333,268.601,1,0,1,0,8192,0,0,136.615556,126.812,166.23,14.833642,6,61,61,0.612188,0.499,1.001,0.217571,5,55,55,0,0,0,0,0,0,1,1,7,1,0,1460,566,31,38272,29200,0,566,31,517,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,1448,31,31232,28960,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,4,4,api.copy.com,*.copy.com,0,0,0,270.622,406.411,406.926,591.128,644,3085,-,-,0,0,0.027239367,0.013740716
67.32.81.71,57727,10,0,9,4,678,4,678,0,0,0,1,1,193.206.135.179,443,9,1,8,2,280,4,280,0,0,0,1,1,1.44889E+12,1.44889E+12,30116.962,25.963,52.922,30092.99,30091.957,24.454,52.425,1,0,1,0,8192,0,0,23.295557,18.974,26.462,3.875686,3,126,126,41.756765,0.001,197.732,87.279534,5,58,58,0,0,0,0,0,0,1,0,8,1,0,1460,517,45,65536,8192,0,517,45,517,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1460,147,31,15680,14600,0,147,45,147,0,0,0,0,0,0,0,0,0,0,0,---,4,4,fbstatic-a.akamaihd.net,-,97,64,1,62.412,52.922,62.908,81.882,569,148,-,-,0,0,0.156299599,0.000180098
67.32.116.151,49494,6,0,5,3,40,1,40,0,0,0,1,1,192.12.94.30,53,4,0,4,1,761,1,761,0,0,0,1,1,1.44889E+12,1.44889E+12,154.251,48.397,102.349,48.397,102.349,47.931,101.826,1,0,1,0,0,0,0,51.083964,47.928,53.429,2.839473,3,63,63,0.001667,0.001,0.003,0.001155,3,53,53,0,0,0,0,0,0,1,1,4,1,0,1460,40,40,16128,14600,0,40,40,40,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,761,761,14592,14480,0,761,761,761,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,e.gtld-servers.net,192.54.112.31,1.44888E+12,1.44888E+12,0.005989257,0.002074541
67.32.80.43,55044,6,0,5,3,497,1,497,0,0,0,1,1,152.115.75.213,80,5,0,5,2,183,1,183,0,0,0,1,1,1.44889E+12,1.44889E+12,6927.342,196.709,242.123,196.709,242.123,59.878,241.624,1,0,1,0,1,0,1,50.412986,44.915,59.396,7.843235,3,125,125,4.820839,0.478,13.503,7.518833,3,48,48,0,0,0,0,0,0,1,0,8,1,0,1460,497,497,65536,8192,0,497,497,497,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1460,183,183,15744,14600,0,183,183,183,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.066940535,0.000573958
67.32.122.95,40551,37,1,35,28,1640,6,1640,0,0,0,1,1,95.101.245.32,443,86,0,86,16,94723,68,94723,0,0,0,1,1,1.44889E+12,1.44889E+12,160939.512,17.463,44.945,160917.528,160939.511,17.463,42.437,1,0,1,0,8192,0,0,22.680533,17.462,29.967,4.049487,7,62,62,4.923654,0.001,37.45,11.692639,13,54,54,0,0,0,0,0,0,1,1,7,1,0,1460,446,31,184832,29200,0,446,31,188,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1424,1448,31,32544,28240,0,23168,31,4199,0,0,0,0,0,0,0,0,0,0,0,---,6,6,cdns.gigya.com,*.gigya.com,97,32,0,48.419,78.386,101.875,125.316,315,4442,cdns.gigya.com,234.122.1.21,1.44889E+12,1.44889E+12,0.119064304,8.15213E-05
