#15#c_ip:1,c_port:2,c_pkts_all:3,c_rst_cnt:4,c_ack_cnt:5,c_ack_cnt_p:6,c_bytes_uniq:7,c_pkts_data:8,c_bytes_all:9,c_pkts_retx:10,c_bytes_retx:11,c_pkts_ooo:12,c_syn_cnt:13,c_fin_cnt:14,s_ip:15,s_port:16,s_pkts_all:17,s_rst_cnt:18,s_ack_cnt:19,s_ack_cnt_p:20,s_bytes_uniq:21,s_pkts_data:22,s_bytes_all:23,s_pkts_retx:24,s_bytes_retx:25,s_pkts_ooo:26,s_syn_cnt:27,s_fin_cnt:28,first:29,last:30,durat:31,c_first:32,s_first:33,c_last:34,s_last:35,c_first_ack:36,s_first_ack:37,c_isint:38,s_isint:39,c_iscrypto:40,s_iscrypto:41,con_t:42,p2p_t:43,http_t:44,c_rtt_avg:45,c_rtt_min:46,c_rtt_max:47,c_rtt_std:48,c_rtt_cnt:49,c_ttl_min:50,c_ttl_max:51,s_rtt_avg:52,s_rtt_min:53,s_rtt_max:54,s_rtt_std:55,s_rtt_cnt:56,s_ttl_min:57,s_ttl_max:58,p2p_st:59,ed2k_data:60,ed2k_sig:61,ed2k_c2s:62,ed2k_c2c:63,ed2k_chat:64,c_f1323_opt:65,c_tm_opt:66,c_win_scl:67,c_sack_opt:68,c_sack_cnt:69,c_mss:70,c_mss_max:71,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,c_pkts_fc:84,c_pkts_unrto:85,c_pkts_unfs:86,c_syn_retx:87,s_f1323_opt:88,s_tm_opt:89,s_win_scl:90,s_sack_opt:91,s_sack_cnt:92,s_mss:93,s_mss_max:94,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106,s_pkts_fc:107,s_pkts_unrto:108,s_pkts_unfs:109,s_syn_retx:110,http_req_cnt:111,http_res_cnt:112,http_res:113,c_pkts_push:114,s_pkts_push:115,c_tls_SNI:116,s_tls_SCN:117,c_npnalpn:118,s_npnalpn:119,c_tls_sesid:120,c_last_handshakeT:121,s_last_handshakeT:122,c_appdataT:123,s_appdataT:124,c_appdataB:125,s_appdataB:126,fqdn:127,dns_rslv:128,req_tm:129,res_tm:130,DeclaredThroughput,Actualthroughput
67.32.61.179,40673,22,0,21,18,967,2,967,0,0,0,1,1,86.58.179.119,80,21,0,21,2,22424,17,22424,0,0,0,1,1,1.45E+12,1.45E+12,30456.936,52.424,101.352,463.821,589.637,52.424,100.85,1,0,1,0,1,0,1,52.665933,43.916,65.904,9.484088,4,62,62,0.161104,0.001,0.514,0.240303,19,51,51,0,0,0,0,0,0,1,1,6,1,0,1460,499,468,42304,14600,0,499,468,499,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1460,1448,272,45056,43440,0,13032,272,272,0,0,0,0,0,0,0,0,0,2,2,304,2,4,-,-,0,0,0,0,0,0,0,0,0,s1.adform.net,234.122.1.21,1.45E+12,1.45E+12,0.060572955,0.000253998
67.32.49.36,50941,12,0,11,5,3693,6,3693,0,0,0,1,0,157.56.121.231,443,9,1,9,2,3630,5,3630,0,0,0,1,0,1.45E+12,1.45E+12,131832.587,57.406,111.86,255.131,1671.542,56.937,111.86,1,0,1,0,8192,0,0,56.329673,54.454,61.908,3.137584,5,126,126,2.112158,1.972,2.53,0.234547,5,46,46,0,0,0,0,0,0,1,0,8,1,0,1460,1460,161,262144,65535,0,3258,214,221,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1460,1460,22,65536,8192,0,2920,22,2920,0,0,0,0,0,0,0,0,0,0,0,---,4,3,dub402-m.hotmail.com,*.hotmail.com,0,0,1,190.211,252.119,254.617,1671.542,436,3050,dub402-m.hotmail.com,8.8.8.8,1.45E+12,1.45E+12,0.421011824,0.000224102
67.32.66.215,57475,7,0,6,3,45,2,45,0,0,0,1,1,109.65.198.143,34833,5,0,5,1,58,2,58,0,0,0,1,1,1.45E+12,1.45E+12,15610.676,176.738,427.374,427.87,645.553,176.247,427.374,1,0,1,0,0,0,0,203.323417,168.749,250.636,38.180514,4,126,126,48.430539,0.001,192.72,96.192458,4,115,115,0,0,0,0,0,0,1,0,2,1,0,1460,33,12,66640,8192,0,33,12,33,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1360,54,4,66560,8192,0,54,4,54,0,0,0,0,0,0,0,0,0,0,0,---,2,2,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.00105332,2.31E-05
67.32.121.20,42191,131,0,130,126,615,3,615,0,0,0,1,1,46.228.47.115,443,291,0,291,2,405115,287,405115,0,0,0,1,1,1.45E+12,1.45E+12,942.64,45.444,83.899,138.328,900.691,44.933,83.404,1,0,1,0,8192,0,0,47.431451,37.433,78.364,17.480048,5,60,60,1.509753,0.495,52.961,4.627551,126,45,45,0,0,0,0,0,0,1,1,7,1,0,1460,316,126,184832,29200,0,316,126,316,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1448,67,16640,14480,0,18824,67,4096,0,0,0,0,0,0,0,0,0,0,0,---,3,15,it.yahoo.com,www.yahoo.com,0,0,0,97.367,136.826,138.328,266.145,443,5613,it.yahoo.com,8.8.8.8,1.45E+12,1.45E+12,0.032259711,0.005219384
67.32.116.212,45613,6,0,5,3,56,1,56,0,0,0,1,1,192.12.94.30,53,4,0,4,1,951,1,951,0,0,0,1,1,1.45E+12,1.45E+12,147.288,46.453,94.36,46.453,94.36,46.453,94.36,1,0,1,0,0,0,0,46.418786,44.902,47.907,1.50275,3,63,63,0.342322,0.001,0.521,0.295712,3,54,55,0,0,0,0,0,0,1,1,7,1,0,1460,56,56,16512,14600,0,56,56,56,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,951,951,66560,65535,0,951,951,951,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.009351452,0.00304166
67.32.76.210,57743,66,1,65,60,91,3,131,1,40,0,1,1,88.172.112.185,62762,104,0,104,2,95251,101,97153,4,1902,3,1,0,1.45E+12,1.45E+12,30484.394,118.825,225.671,541.706,30483.397,71.898,225.671,1,0,1,0,0,0,0,88.860557,70.884,106.846,0,2,125,125,29.658921,0.476,217.216,72.265019,50,109,109,0,0,0,0,0,0,1,0,2,1,11,1460,51,40,65700,8192,0,51,40,51,1,0,0,0,0,0,0,0,0,1,0,8,1,1,1460,1460,1,65536,8192,0,4450,51,51,5,0,0,0,1,0,1,0,0,0,0,---,2,50,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.00381858,3.44E-05
67.32.78.244,54354,10,0,9,5,1868,4,1868,0,0,0,1,0,108.160.172.225,443,11,1,10,2,5196,6,5196,0,0,0,1,1,1.45E+12,1.45E+12,238269.324,194.685,379.91,574.12,60854.912,192.204,378.413,1,0,1,0,8192,0,0,182.723182,178.235,190.711,5.918458,4,126,126,31.81926,0.516,201.181,74.774076,7,52,117,0,0,0,0,0,0,1,0,8,1,0,1460,1440,92,17152,8192,0,1642,92,92,0,0,0,0,0,0,0,0,0,1,0,9,1,0,1440,1460,37,35840,28800,0,4136,37,4136,0,0,0,0,0,0,0,0,0,0,0,---,3,4,d.dropbox.com,*.dropbox.com,0,0,0,391.886,570.123,574.12,849.75,227,4403,d.dropbox.com,234.122.1.21,1.45E+12,1.45E+12,0.068879089,6.27E-05
67.32.52.207,21197,13,1,12,1,769,9,769,0,0,0,1,1,162.224.54.157,25,17,0,17,5,1962,10,1962,0,0,0,1,1,1.45E+12,1.45E+12,2388.991,346.478,344.491,2048.502,2387.002,175.261,344.491,1,0,1,0,1024,0,0,175.37186,164.257,207.195,15.280456,11,125,125,2.726066,1.531,4.496,0.948577,11,50,50,0,0,0,0,0,0,1,0,8,1,0,1460,263,10,132096,8192,0,263,10,28,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1452,469,30,15616,14520,0,469,30,32,0,0,0,0,0,0,0,0,0,0,0,---,9,10,-,-,0,0,0,0,0,0,0,0,0,x.gx2.com,234.122.1.21,1.45E+12,1.45E+12,0.010154685,0.002575146
67.32.89.3,42772,6,0,5,2,311,2,311,0,0,0,1,1,129.6.13.178,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20588.353,230.162,462.786,464.819,462.786,229.629,462.786,1,0,1,0,8192,0,0,260.970976,127.826,454.315,137.75091,4,62,62,0.508475,0.484,0.533,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,236,75,30336,29200,0,236,75,236,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,web.nvd.nist.gov,-,225,0,1,464.819,462.786,0,0,0,0,web.nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.004155707,0.000120845
67.32.89.3,42774,6,0,5,2,311,2,311,0,0,0,1,1,129.6.13.178,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20587.857,233.164,465.301,465.786,465.301,232.628,465.301,1,0,1,0,8192,0,0,260.979726,127.297,452.348,136.815196,4,62,62,0.233488,0.002,0.465,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,236,75,30336,29200,0,236,75,236,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,web.nvd.nist.gov,-,225,0,1,465.786,465.301,0,0,0,0,web.nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.004173778,0.000120848
67.32.89.3,42775,6,0,5,2,311,2,311,0,0,0,1,1,129.6.13.178,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20588.378,230.168,463.799,465.303,463.799,230.168,463.799,1,0,1,0,8192,0,0,261.105722,127.818,453.335,137.187331,4,62,62,0.513474,0.503,0.524,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,236,75,30336,29200,0,236,75,236,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,web.nvd.nist.gov,-,225,0,1,465.303,463.799,0,0,0,0,web.nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.004164691,0.000120845
67.32.89.3,42773,6,0,5,2,311,2,311,0,0,0,1,1,129.6.13.178,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20588.874,234.631,467.291,468.294,467.291,234.156,467.291,1,0,1,0,8192,0,0,261.111222,127.818,450.336,135.568317,4,62,62,0.498975,0.499,0.499,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,236,75,30336,29200,0,236,75,236,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,web.nvd.nist.gov,-,225,0,1,468.294,467.291,0,0,0,0,web.nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.004192425,0.000120842
67.32.49.50,54551,109,1,108,5,65232,102,65232,0,0,0,1,0,108.160.162.104,443,208,0,208,101,36756,105,36756,0,0,0,1,1,1.45E+12,1.45E+12,4161558.229,195.679,389.917,4120175.282,4161555.236,194.691,387.933,1,0,1,0,8192,0,0,183.96188,176.217,219.703,7.835705,103,61,61,4.591342,0.497,37.413,3.51521,104,52,52,0,0,0,0,0,0,1,1,7,1,0,1460,650,98,169472,29200,0,650,98,98,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,1448,37,42496,14480,0,4128,59,4128,0,0,0,0,0,0,0,0,0,0,0,---,102,103,notify4.dropbox.com,*.dropbox.com,0,0,0,397.42,574.637,576.632,45408.531,233,4188,notify4.dropbox.com,234.122.1.24,1.45E+12,1.45E+12,0.023668316,0.000125399
67.32.89.3,51053,6,0,5,2,307,2,307,0,0,0,1,1,129.6.13.177,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20595.862,228.166,461.83,464.837,461.83,227.652,461.83,1,0,1,0,8192,0,0,262.725432,130.807,458.806,138.954242,4,62,62,0.255987,0.001,0.511,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,232,75,30336,29200,0,232,75,232,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,nvd.nist.gov,-,225,0,1,464.837,461.83,0,0,0,0,nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.004045283,0.000119247
67.32.89.3,51056,6,0,5,2,307,2,307,0,0,0,1,1,129.6.13.177,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20595.862,228.166,461.83,463.844,461.83,227.652,461.83,1,0,1,0,8192,0,0,268.466788,130.807,482.256,150.081035,4,62,62,0.497975,0.485,0.511,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,232,75,30336,29200,0,232,75,232,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,nvd.nist.gov,-,225,0,1,463.844,461.83,0,0,0,0,nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.003848578,0.000119247
67.32.89.3,51058,6,0,5,2,307,2,307,0,0,0,1,1,129.6.13.177,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20595.862,228.166,461.83,463.844,461.83,227.652,461.83,1,0,1,0,8192,0,0,268.466788,130.807,482.256,150.081035,4,62,62,0.497975,0.485,0.511,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,232,75,30336,29200,0,232,75,232,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,nvd.nist.gov,-,225,0,1,463.844,461.83,0,0,0,0,nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.003848578,0.000119247
67.32.89.3,51057,6,0,5,2,307,2,307,0,0,0,1,1,129.6.13.177,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20596.362,232.672,468.833,470.297,468.833,232.145,468.833,1,0,1,0,8192,0,0,268.494538,130.822,475.34,146.218322,4,62,62,0.469477,0.463,0.476,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,232,75,30336,29200,0,232,75,232,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,nvd.nist.gov,-,225,0,1,470.297,468.833,0,0,0,0,nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.003904574,0.000119244
67.32.89.3,51055,6,0,5,2,307,2,307,0,0,0,1,1,129.6.13.177,443,4,1,4,1,161,1,161,0,0,0,1,0,1.45E+12,1.45E+12,20596.362,231.683,467.799,469.309,467.799,231.147,467.799,1,0,1,0,8192,0,0,268.596285,130.822,476.791,146.991132,4,62,62,0.498475,0.464,0.533,0,2,103,103,0,0,0,0,0,0,1,1,7,1,0,1460,232,75,30336,29200,0,232,75,232,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1380,161,161,131328,8192,0,161,161,161,0,0,0,0,0,0,0,0,0,0,0,---,2,1,nvd.nist.gov,-,225,0,1,469.309,467.799,0,0,0,0,nvd.nist.gov,234.122.1.24,1.45E+12,1.45E+12,0.003892691,0.000119244
67.32.76.252,50040,6,0,5,3,669,1,669,0,0,0,1,1,188.226.186.162,80,5,0,5,2,465,1,465,0,0,0,1,1,1.45E+12,1.45E+12,65149.167,57.416,101.85,57.416,101.85,46.433,101.359,1,0,1,0,0,0,0,45.252158,43.943,45.918,1.135106,3,125,125,64.913503,0.515,193.717,111.545227,3,46,46,0,0,0,0,0,0,0,0,0,1,0,1460,669,669,64240,8192,0,669,669,669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1460,465,465,15387,14600,0,465,465,465,0,0,0,0,0,0,0,0,0,0,1,---,1,1,-,-,0,0,0,0,0,0,0,0,0,hits-i.iubenda.com,234.122.1.21,1.45E+12,1.45E+12,0.116555599,8.21E-05
67.32.81.103,53369,6,0,5,4,337,1,337,0,0,0,1,0,68.232.34.200,80,6,0,6,2,465,2,466,1,1,0,1,1,1.45E+12,1.45E+12,16380.55,40.942,412.36,40.942,619.094,36.942,76.886,1,0,1,0,1,0,1,35.676216,35.412,35.944,0,2,126,126,67.605413,1.53,199.242,113.998974,3,52,52,0,0,0,0,0,0,1,0,8,1,1,1460,337,337,65536,8192,0,337,337,337,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1460,465,1,65535,5503,0,465,465,465,0,0,0,0,1,0,0,0,0,1,1,404,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.075005564,0.000164585
67.32.57.81,56318,8,0,7,3,157,3,157,0,0,0,1,1,176.104.150.29,443,6,0,6,1,122,3,122,0,0,0,1,1,1.45E+12,1.45E+12,61838.521,162.259,326.019,507.253,677.504,162.259,326.019,1,0,1,0,8192,0,0,162.057959,151.772,170.251,6.640964,5,125,125,42.937141,0.499,195.216,85.4615,5,119,119,0,0,0,0,0,0,1,0,8,1,0,1460,72,14,66048,8192,0,72,14,72,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1440,79,18,66048,8192,0,79,18,79,0,0,0,0,0,0,0,0,0,0,0,---,3,3,-,-,0,0,1,507.253,677.504,0,0,0,0,-,-,0,0,0.00338324,2.03E-05
67.32.239.167,46932,10,1,8,3,1240,4,1240,0,0,0,1,1,64.235.151.55,443,8,0,8,0,4433,6,4433,0,0,0,1,1,1.45E+12,1.45E+12,659.03,133.781,262.111,536.712,658.509,124.795,262.111,1,0,1,0,8192,0,0,129.202616,120.8,150.306,12.155308,5,61,61,0.599188,0.002,1.001,0.41708,5,55,55,0,0,0,0,0,0,1,1,7,1,0,1460,566,31,40832,29200,0,566,31,517,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,1448,31,31232,28960,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,4,4,api.copy.com,*.copy.com,0,0,0,264.112,384.912,385.41,535.716,644,3085,-,-,0,0,0.030125211,0.015052426
67.32.115.89,55128,12,1,10,5,1235,4,1235,0,0,0,1,1,64.235.151.55,443,8,0,8,0,4438,6,4438,0,0,0,1,1,1.45E+12,1.45E+12,666.52,143.789,270.616,545.225,665.027,127.31,270.616,1,0,1,0,8192,0,0,127.402052,119.802,141.295,8.270207,5,61,61,1.595168,0.999,1.993,0.415668,5,55,55,0,0,0,0,0,0,1,1,3,1,0,1460,561,31,524280,65535,0,561,31,517,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,1448,31,31232,28960,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,4,4,api.copy.com,*.copy.com,0,0,0,276.614,399.402,401.412,542.707,644,3085,api.cudadrive.com,234.122.1.21,1.45E+12,1.45E+12,0.031763332,0.014823261
67.32.239.161,53085,9,1,8,2,1234,4,1234,0,0,0,1,1,64.235.151.55,443,9,0,9,1,4475,6,4475,0,0,0,1,1,1.45E+12,1.45E+12,666.519,137.775,263.109,542.183,665.525,127.287,263.109,1,0,1,0,8192,0,0,127.904868,119.839,149.814,10.963006,6,124,124,1.790164,0.994,2.974,0.903587,5,55,55,0,0,0,0,0,0,1,0,8,1,0,1460,560,31,16384,8192,0,560,31,517,0,0,0,0,0,0,0,0,0,1,0,9,1,0,1460,1460,31,31744,29200,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,4,4,api.copy.com,*.copy.com,0,0,0,268.071,387.91,389.395,539.209,644,3085,-,-,0,0,0.029903747,0.014811281
67.32.116.151,58141,6,0,5,3,41,1,41,0,0,0,1,1,192.35.51.30,53,4,0,4,1,762,1,762,0,0,0,1,1,1.45E+12,1.45E+12,496.251,162.741,325.023,162.741,325.023,162.739,325.023,0,1,1,0,0,0,0,165.40982,162.282,171.225,5.036505,3,63,64,0,0,0,0,3,53,53,0,0,0,0,0,0,1,1,4,1,0,1460,41,41,16128,14600,0,41,41,41,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,762,762,66560,65535,0,762,762,762,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,f.gtld-servers.net,192.54.112.31,1.45E+12,1.45E+12,0.001915608,0.000660956
67.32.239.161,49992,11,1,9,4,1255,4,1255,0,0,0,1,1,64.235.151.55,443,10,0,10,1,4407,7,4407,0,0,0,1,1,1.45E+12,1.45E+12,684.005,133.288,259.1,546.181,682.005,126.295,259.1,1,0,1,0,8192,0,0,134.294595,125.799,155.262,11.370455,6,60,60,0.908182,0.496,1.02,0.230606,5,55,55,0,0,0,0,0,0,1,1,7,1,0,1240,581,31,33408,24800,0,581,31,517,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,1228,31,31232,28960,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,4,4,api.copy.com,*.copy.com,0,0,0,261.622,388.411,389.41,544.672,644,3085,-,-,0,0,0.029936494,0.014678255
67.32.76.252,50043,7,0,6,3,1382,2,1382,0,0,0,1,1,188.226.186.162,80,7,0,7,3,924,2,924,0,0,0,1,1,1.45E+12,1.45E+12,65441.245,56.421,100.853,260.624,374.97,45.938,100.344,1,0,1,0,1,0,2,58.276793,43.923,80.88,17.352958,4,125,125,92.0017,0.514,207.2,107.393691,4,46,46,0,0,0,0,0,0,0,0,0,1,0,1460,714,668,64240,8192,0,714,668,668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1460,465,459,17136,14600,0,465,459,465,0,0,0,0,0,0,0,0,0,1,2,204,2,2,-,-,0,0,0,0,0,0,0,0,0,hits-i.iubenda.com,234.122.1.21,1.45E+12,1.45E+12,0.070623145,0.000168945
67.32.239.200,57376,10,1,9,3,1230,4,1230,0,0,0,1,1,64.235.151.55,443,8,0,8,0,4457,6,4457,0,0,0,1,1,1.45E+12,1.45E+12,706.433,148.262,271.581,570.64,706.431,129.277,271.581,1,0,1,0,8192,0,0,132.696546,123.319,150.76,11.189769,5,125,125,3.692126,0.002,9.483,4.447635,5,55,55,0,0,0,0,0,0,1,0,2,1,0,1460,556,31,65700,8192,0,556,1,517,0,0,0,0,0,0,0,0,0,1,0,9,1,0,1460,1460,31,31744,29200,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,4,4,api.copy.com,*.copy.com,0,0,0,278.068,402.905,410.397,561.157,644,3085,-,-,0,0,0.029503847,0.013929134
67.32.116.151,36479,6,0,5,3,43,1,43,0,0,0,1,1,192.48.79.30,53,6,0,6,2,764,1,764,1,1,0,1,2,1.45E+12,1.45E+12,1091.388,359.449,717.464,359.449,717.464,359.449,717.464,1,0,1,0,0,0,0,363.449885,358.015,372.924,8.225554,3,63,63,0.0025,0.002,0.003,0,2,45,46,0,0,0,0,0,0,1,1,4,1,0,1460,43,43,16128,14600,0,43,43,43,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,764,764,66560,65535,0,764,764,764,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,j.gtld-servers.net,192.54.112.31,1.45E+12,1.45E+12,0.00092244,0.000315195
67.32.116.151,37010,6,0,5,3,41,1,41,0,0,0,1,1,192.35.51.30,53,6,0,6,2,762,2,1524,1,762,0,1,1,1.45E+12,1.45E+12,508.238,167.239,333.999,167.239,333.999,166.744,333.999,0,1,1,0,0,0,0,169.075364,166.744,173.739,4.033954,3,64,64,0,0,0,0,3,52,53,0,0,0,0,0,0,1,1,4,1,0,1460,41,41,16128,14600,0,41,41,41,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,762,762,14592,14480,0,762,762,762,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,f.gtld-servers.net,192.54.112.31,1.45E+12,1.45E+12,0.001887889,0.000645367
67.32.239.159,51916,37,1,35,7,31278,27,31278,0,0,0,1,1,64.235.151.55,443,27,0,27,15,6135,10,6135,0,0,0,1,1,1.45E+12,1.45E+12,3888.287,128.78,262.582,3757.478,3887.79,120.792,262.582,1,0,1,0,8192,0,0,132.498375,120.292,167.768,11.988664,18,61,61,15.099811,0.001,39.443,20.019382,8,55,55,0,0,0,0,0,0,1,1,7,1,0,1460,1448,31,44032,29200,0,16410,31,517,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1460,1448,31,98816,28960,0,3033,31,3033,0,0,0,0,0,0,0,0,0,0,0,---,8,8,api.copy.com,*.copy.com,0,0,0,265.089,390.395,391.393,625.061,644,3085,-,-,0,0,0.782509179,0.064353274
67.32.116.151,59349,8,0,7,4,43,2,86,1,43,0,1,1,192.35.51.30,53,6,0,6,2,764,2,1528,1,764,0,1,1,1.45E+12,1.45E+12,501.263,164.261,328.511,164.262,328.512,164.261,328.511,0,1,1,0,0,0,0,167.9946,164.261,171.745,0,2,63,64,0,0,0,0,2,52,53,0,0,0,0,0,0,1,1,4,1,0,1460,43,43,16128,14600,0,43,43,43,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,764,764,14592,14480,0,764,764,764,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,f.gtld-servers.net,192.54.112.31,1.45E+12,1.45E+12,0.00200297,0.001372533
67.32.116.151,60710,6,0,5,3,41,1,41,0,0,0,1,1,192.48.79.30,53,6,0,6,2,762,1,762,1,1,0,1,2,1.45E+12,1.45E+12,1002.541,330.494,661.034,330.494,661.034,329.998,661.034,1,0,1,0,0,0,0,333.676544,329.997,340.526,5.928391,3,63,63,0.238488,0.001,0.476,0,2,45,46,0,0,0,0,0,0,1,1,4,1,0,1460,41,41,16128,14600,0,41,41,41,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,762,762,66560,65535,0,762,762,762,0,0,0,1,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,j.gtld-servers.net,192.54.112.31,1.45E+12,1.45E+12,0.000963216,0.000327169
67.32.51.103,63196,4,0,3,2,0,0,0,0,0,0,1,1,67.217.64.244,443,2,0,2,0,0,0,0,0,0,0,1,1,1.45E+12,1.45E+12,243.651,0,0,0,0,111.339,243.121,1,0,1,0,0,0,0,116.554172,110.804,122.316,0,2,126,126,0.532473,0.53,0.535,0,2,48,239,0,0,0,0,0,0,1,0,0,1,0,1460,0,0,64240,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,8190,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0
67.32.116.212,39860,6,0,5,3,45,1,45,0,0,0,1,1,192.12.94.30,53,4,0,4,1,699,1,699,0,0,0,1,1,1.45E+12,1.45E+12,163.742,52.9,109.823,52.9,109.823,52.9,109.823,1,0,1,0,0,0,0,54.401187,52.899,56.923,2.195982,3,63,63,0.005333,0.001,0.013,0.006658,3,54,54,0,0,0,0,0,0,1,1,7,1,0,1460,45,45,16000,14600,0,45,45,45,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,699,699,66560,65535,0,699,699,699,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0.006324333,0.002198581
