,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,SACR_SUNN_in,44.74463815015351,81.3523595674465,103.2791648103441,126.01207982477058,147.49065380228382,163.20421546035584,168.61125813728103,187.8104909020053,194.4414813946811,202.92042878294083,212.8583756920121,215.3284330591879,220.504762730958,228.27052587571967,230.2243026093096,228.52277138780025,233.0042541677926,239.61695417123275,243.44463440357853,245.87453104525883,242.33371459944027,242.96922401908088,249.65859199738563,251.20446173431216
1,SACR_SUNN_out,31.509670873958893,55.16115435631734,76.89683349411892,95.41051144308477,112.28710585908236,129.5685252538373,142.49423833169485,157.75251059538036,172.09112971606137,183.62244583236932,193.70011952300632,202.17150687938624,212.09318214570777,220.76479661441778,227.8293910406358,233.80712090494248,239.62575046270308,242.8666664888964,247.82367538546228,253.6958842721043,257.30065781612603,256.9691372093287,257.7808083170203,262.4864683225676
2,LOND_NEWY_in,12.632721674317006,16.23410390630797,18.60140343145813,20.009600151397798,21.47311975590806,22.38227437810165,23.27700804486087,24.15729976166933,24.82952420856358,25.492790731437925,26.18378813353356,26.708935805377173,27.348095301853686,27.83264124691941,28.135058532379997,28.80809525209935,28.7602415316407,29.44326603749384,29.540850797898756,29.899087125887927,30.18934391148129,30.29451204085363,30.63550414031028,30.665963537689088
3,LOND_NEWY_out,14.009682689431669,16.975438219126076,19.10287636461564,20.9570933199705,22.744107686403996,24.48056006119904,26.107051549780902,27.684221311258863,29.195614148403955,30.650066956988255,32.088685007287076,33.39239527460947,34.5990978012681,35.74285428867806,36.81379853490177,37.84409077027078,38.81036229630558,39.72271549484609,40.582848322487195,41.401186922107684,42.16210455453091,42.87142050897006,43.53965041400741,44.16542774426835
4,JGI_SACR_in,38172.672246446804,47926.61315537822,50925.82711556299,52288.59898705813,53066.38141057634,53101.12287030721,54660.40058039654,55753.92296302919,58545.63181936435,64544.79685923644,71706.3833446678,85782.78398082058,101269.4852534365,125248.3835841742,152473.35495181265,192819.10330200303,241855.40914057955,307283.1345423707,389044.20449843234,493354.6313041486,627086.5995458241,803766.9099343034,1030677.3733615838,1330713.8116388773
5,JGI_SACR_out,375.64486045612114,593.2905625621667,738.5268139413882,838.2869887022995,891.7493057429059,906.7279842224779,874.2708802534622,840.8367116234218,840.3061478939239,850.5808243420508,847.4889004350049,839.1128875432514,839.127821513417,843.0237635421176,843.3747084319014,842.0253249185818,842.2103996771119,843.0824580676577,843.2491253341482,843.0288159464767,843.0740639911978,843.2088509399588,843.1765901820984,843.1427683833092
6,HOUS_PANTEX_in,93.60418788327867,165.555111605967,214.45241105960793,247.67634955202433,261.9387481646355,287.83641046796043,301.81145419173976,320.42584483943233,329.62580555841447,349.667656807827,356.9642670419049,382.9945389179972,383.3741076833376,427.9950734257066,435.3975424333646,511.9275162618194,556.9095601334211,708.6282079357461,810.1340785526684,1057.8506510921686,1292.5257789915024,1786.2000899916218,2425.713321783482,3322.5330801236323
7,HOUS_PANTEX_out,114.63450646805033,245.6159895469887,316.05421892666715,317.27298064790307,287.2606087920145,332.6279393206029,345.83467980330136,360.6086496644214,327.7163780079675,313.05019335842144,294.1736829755214,336.73535596203305,347.5947031010104,293.3041753736279,274.19968225096966,319.9171360616977,290.2172515982972,322.86208344189254,481.497469924677,581.8646352891046,489.5525991336541,650.4304199291746,715.9295144858409,1003.9202767246052
8,BOIS_PNWG_in,92.56194098108722,102.2401765403407,111.02249245702453,120.89874983615273,132.29918400486147,143.75885534955074,154.0168924153172,163.67879256345444,171.93966433750595,179.3668476118092,186.87406755651062,193.83883167598694,199.81880343533,204.72894377632417,208.49225480661121,211.29859556856144,214.66043911962413,219.03166080961643,223.2290173493748,225.85307024775256,226.7534512555951,226.0121002247161,226.1868804855639,229.49046697929808
9,BOIS_PNWG_out,832.6027799144794,1365.8542523972974,1096.1871087485786,1513.3862107896962,1416.314605759855,1668.6266047794481,2026.289193518284,2243.160753543125,2292.184669277879,2273.0440693662085,2744.0963308651035,2656.612312721376,2889.547390657965,3030.2818368551266,3140.2445283341845,3420.173502742028,3456.4141824549156,3538.166575465843,3927.2572096879985,3824.998480748951,3778.4533901256495,4192.325129764341,4241.528874511535,4218.594576170278
