Date,bost_amst_in,bost_amst_out,lond_newy_in,lond_newy_out,cern-513_wash_in,cern-513_wash_out
2018-04-28 0:00:00,4254551630,8723933092,2912983001,11550736657,1217650131,10194143439
2018-04-28 1:00:00,2630573080,8187108287,2589003719,11116187116,776680363.5,8695657559
2018-04-28 2:00:00,3440290995,10420245308,8552380271,10269279470,1257003790,11522156714
2018-04-28 3:00:00,3222856081,8119758543,11632307474,8610394368,926973945.6,8391780246
2018-04-28 4:00:00,3191754015,8002223367,9044076859,9174825821,1534016552,2002926956
2018-04-28 5:00:00,3249057142,8220128833,6599763898,19563677181,743969186.9,2666514366
2018-04-28 6:00:00,2870655596,7689077208,6551193135,13330503741,3615020722,5033892190
2018-04-28 7:00:00,3365703021,7227907293,7121507219,5429932076,1215677526,3434887275
2018-04-28 8:00:00,3130375334,7991395360,10200085938,19482775201,1529309305,3123385730
2018-04-28 9:00:00,3708140303,9115300066,10734692298,17090343743,8137338184,2212962968
2018-04-28 10:00:00,3331405422,8082524424,11473113562,6831829369,5210468864,2214157911
2018-04-28 11:00:00,6184609681,7862275414,8862641864,8877546721,7903109024,1465009912
2018-04-28 12:00:00,5992094670,7901681119,6689626007,10514803592,3636203292,381131101.8
2018-04-28 13:00:00,3566778081,7930431942,4940632413,13215420349,2136029493,828235034.2
2018-04-28 14:00:00,3736338412,7544478164,6206826914,12346935786,5256885916,1133324610
2018-04-28 15:00:00,2488658374,6569817739,6296110583,2981115460,3087310560,1010120833
2018-04-28 16:00:00,2759541063,6533670773,10958861255,7703653027,796866414.3,1689993659
2018-04-28 17:00:00,2809929387,4991127245,10997359458,1475963907,471599353,1724464492
2018-04-28 18:00:00,3004442954,5249848010,9998207122,10823292776,789648057,2103948969
2018-04-28 19:00:00,2913541644,5935869818,9253042050,5905097128,2565010548,5186707902
2018-04-28 20:00:00,4314823160,5963342107,8637156325,5409837122,2291150904,10219204147
2018-04-28 21:00:00,4608475394,4322658693,15213913523,29743091170,2310829179,7710719418
2018-04-28 22:00:00,4522815650,4907859364,11174366439,9753035082,2793730858,10264154918
2018-04-28 23:00:00,4095820064,4454317634,8195463253,28821985358,5453459459,13690430683
2018-04-29 0:00:00,3376854934,4958839977,7317719514,13510490906,4750840765,9058423451
2018-04-29 1:00:00,1772667347,4643417700,8925234413,7706881287,5240497808,10884045161
2018-04-29 2:00:00,2050988934,5189142278,8374538462,19505644241,6065039587,12271668145
2018-04-29 3:00:00,2149145141,5115113920,6151457258,4198414017,3781590889,9655270777
2018-04-29 4:00:00,2843528079,4361942222,11490978921,7922114154,3019441487,7418892108
2018-04-29 5:00:00,2169782218,4290882124,9045949267,3814108590,3112626673,13971552039
2018-04-29 6:00:00,4155853247,4564482178,5679583589,2863073958,8916254527,17608894204
2018-04-29 7:00:00,6238446582,4318842892,3449795865,11565163288,9708680089,18134840227
2018-04-29 8:00:00,3963113743,4827119188,4627000731,2847262276,9041296410,13536410895
2018-04-29 9:00:00,4089031463,4330282574,5266418576,14027571144,3345352140,8190508990
2018-04-29 10:00:00,3888290466,4375753348,5226021990,24062461616,1912478093,7521330664
2018-04-29 11:00:00,5248684903,4316474264,4217115392,16176043520,1719287818,8277264836
2018-04-29 12:00:00,3199749794,4389085466,6720916584,10931229396,4803842949,8678841613
2018-04-29 13:00:00,3832825289,4188931600,7644045581,3190955547,1368974699,8740311366
2018-04-29 14:00:00,3103197242,4838633818,6490555004,8778085992,1428309319,8610158654
2018-04-29 15:00:00,3269106590,4941029672,6502274223,13220985183,1365294219,7424389610
2018-04-29 16:00:00,4106562733,6793865867,4836502645,5391536537,636319425.3,10349572539
2018-04-29 17:00:00,4012101662,7038307183,6997559268,5576890259,1111969086,8526626156
2018-04-29 18:00:00,4351349702,6604785930,5981224291,1075453690,936057140.5,9073353299
2018-04-29 19:00:00,6042271414,5082318833,1093748314,1332002621,3738593739,13552673453
2018-04-29 20:00:00,10303899876,5529718466,323586318.1,1336663193,5537082461,23227056895
2018-04-29 21:00:00,4985975329,4944757057,281616891.8,2420668051,5876570710,29247267832
2018-04-29 22:00:00,5347386897,3953714188,28832029.17,1337503720,8297385906,28872594885
2018-04-29 23:00:00,5813096736,2786912686,32798054.19,18160219.62,4995156690,15207528611
2018-04-30 0:00:00,2434415923,3671262636,1049066613,10578718724,1089126640,10590310030
2018-04-30 1:00:00,2636562387,3742026845,2692267760,12158431944,1568903419,10223636507
2018-04-30 2:00:00,2467089888,4704738390,2687213875,15367770369,1443996184,10927080306
2018-04-30 3:00:00,2890388699,4668103981,4233264763,15332095897,1338248611,8903344375
2018-04-30 4:00:00,8564781387,4172732581,3582557269,19307691298,2482950287,10643755743
2018-04-30 5:00:00,3577532366,3631773964,5009833739,15372514081,4990793519,9030676883
2018-04-30 6:00:00,2448698236,4802271801,5582121463,4136854400,11128471593,9254301561
2018-04-30 7:00:00,5431092326,4117977867,4715750467,5328067945,5106946237,10181077603
2018-04-30 8:00:00,7356827421,3629626941,4259482924,14108562605,1169194762,12747256645
2018-04-30 9:00:00,3559580566,3519133986,4655674003,10497990811,1084111420,8943294476
2018-04-30 10:00:00,3508817614,3600146915,391989957.1,1021467620,8213911188,8376435443
2018-04-30 11:00:00,3479687557,3422065674,2167749275,3589540209,5923143926,9118955365
2018-04-30 12:00:00,4311713776,4938695046,7850871106,2398952977,6880654955,4512473570
2018-04-30 13:00:00,6314946183,6354725674,10114067572,4347477128,724379564.4,505448241.3
2018-04-30 14:00:00,3157801606,5995497203,7923378130,6409860168,857971619.8,515356582.9
2018-04-30 15:00:00,5007857130,3674999945,5566920477,17992792055,2217450664,2059945489
2018-04-30 16:00:00,5087230072,3894006461,2049748822,2809440082,8359470246,4670803155
2018-04-30 17:00:00,4508078775,5175846992,8636544.764,8638775.198,11851558982,5050829620
2018-04-30 18:00:00,4889448554,4864582392,1650673.254,1650673.254,9905348046,5566738418
2018-04-30 19:00:00,5585707424,4155096975,617.5848746,617.5848746,14361780770,7268068530
2018-04-30 20:00:00,7497083725,3711003067,617.7787049,617.7787049,21217664251,26866307872
2018-04-30 21:00:00,4730596073,4165593781,3111874863,2770754883,10155828090,12258817532
2018-04-30 22:00:00,4899597843,3191479231,11031430752,16460846333,1256409919,8491592066
2018-04-30 23:00:00,9700019534,2250314065,14244182451,13758834020,1271979640,5770515347
2018-05-01 0:00:00,7186727925,4160851673,14545828858,8050840126,1528645385,12753996401
2018-05-01 1:00:00,7190135881,3658156573,15365357326,10348191459,1323551849,5558776647
2018-05-01 2:00:00,9097362939,3370617276,8387653593,9802047140,748306873.6,5445774200
2018-05-01 3:00:00,6536224470,4415830982,3658913242,8822580466,793353825.2,7791690746
2018-05-01 4:00:00,5920339848,4189383770,13922769243,5900964297,830549059.7,8019896942
2018-05-01 5:00:00,6327363794,4544095835,6221593813,8519069108,684644373.1,4731803216
2018-05-01 6:00:00,7331943238,7177194247,13614535044,12968180395,830961218.5,1065605519
2018-05-01 7:00:00,10167525999,8006495342,12224517221,17502303780,4797258467,3362760173
2018-05-01 8:00:00,4876610329,4411288499,12046767329,10743439030,7054753161,2974928323
2018-05-01 9:00:00,9895860520,4570258196,7055133578,6323336213,2787062315,6688406178
2018-05-01 10:00:00,13296400616,5099634868,18502364834,9255147678,1404426702,7388241190
2018-05-01 11:00:00,13454201186,4784110432,7331118245,6759286309,1758539595,5468090953
2018-05-01 12:00:00,9665865940,4129663147,2512909967,7801955746,1050785691,12096515004
2018-05-01 13:00:00,7604549302,4460379622,2625657775,7400303966,1569060404,11071932026
2018-05-01 14:00:00,8319009253,4074896234,2367146166,8258209606,1171643015,9541921572
2018-05-01 15:00:00,6040014396,5834929880,5531830108,15276655282,2777582925,9248167246
2018-05-01 16:00:00,4747869491,5658148837,8568705530,6734068739,7738912442,12860723712
2018-05-01 17:00:00,6807767412,6165141169,0,0,11977671095,21506589434
2018-05-01 18:00:00,8422579083,9871764900,0,0,7390223979,18472416585
2018-05-01 19:00:00,8092216218,9933107651,6041891101,14526548727,2104598271,13336782720
2018-05-01 20:00:00,8360519467,9305204460,8132288517,18230493078,3676196335,10856349078
2018-05-01 21:00:00,6276503341,9375172349,6553443520,8837563937,2488492174,10205962505
2018-05-01 22:00:00,6665112862,7940799325,4892068216,17958582031,4137054232,10026309717
2018-05-01 23:00:00,7365736151,6483055368,8963947900,10888194927,2012942970,11086402088
2018-05-02 0:00:00,9129073413,6663289390,3598076887,5322485731,1499642528,12857907770
2018-05-02 1:00:00,7159625554,6407792838,4851857962,3845134923,1747513886,12785822970
2018-05-02 2:00:00,7023300758,5649715682,4592280828,6518282496,1444803272,10811751438
2018-05-02 3:00:00,4609592613,6322969329,2461687511,13018303760,1220763419,11834897270
2018-05-02 4:00:00,5146141760,4052974175,2419913420,3897171615,1918921735,11726039965
2018-05-02 5:00:00,7521276395,7043168577,5961112381,7563548909,1015758953,9388017594
2018-05-02 6:00:00,3653716773,3285584914,9281883614,7086383550,1215079541,13064822864
2018-05-02 7:00:00,3572120038,3448345891,8834684837,3633157350,1056271308,12164599150
2018-05-02 8:00:00,5347001821,5652267028,8706183960,15913342728,1904892560,15348850107
2018-05-02 9:00:00,5183885871,6947882867,13367851693,18127009301,2280532115,17630668939
2018-05-02 10:00:00,3932793057,5768932818,14170840930,12082633196,4363666238,12655273700
2018-05-02 11:00:00,3466760492,5151558545,13905926896,6132573678,5073803243,10689191790
2018-05-02 12:00:00,4167394718,7016271867,14023352292,4555567662,3504316696,11332122064
2018-05-02 13:00:00,4365320919,5021466086,16587462819,8280985157,1743486788,9002684822
2018-05-02 14:00:00,604911716.4,3004362159,14390181116,15680667339,4864849880,16531769774
2018-05-02 15:00:00,1115104414,3838654315,10773508069,18435883345,4054883756,15344509617
2018-05-02 16:00:00,1224307753,3672308860,9697165872,13958975876,1830534515,10873582219
2018-05-02 17:00:00,1652487342,2487431678,10140370693,5035823049,1984164228,8736962186
2018-05-02 18:00:00,1388858042,2497487828,8689165876,6786639553,4111371738,8881732874
2018-05-02 19:00:00,8748790643,3110095119,11571535048,11361743082,6425737422,3979905080
2018-05-02 20:00:00,10635021137,3827475752,6959746608,20168282060,5597968176,8506880257
2018-05-02 21:00:00,1233494271,3079639530,4858479249,26751202997,5347354436,8036863055
2018-05-02 22:00:00,2292444581,2143324323,3532783933,21453353368,1441936326,4260088687
2018-05-02 23:00:00,1204368729,1604573576,2963364918,10931259500,785489825.8,2312002736
2018-05-03 0:00:00,1416327418,1868882309,8274550314,9287716271,1189343791,1869645287
2018-05-03 1:00:00,1442861660,1601950098,12531565864,9127296577,3817420364,2744476982
2018-05-03 2:00:00,383453415.5,659322749.8,3138784719,7871229681,6173577136,2389543631
2018-05-03 3:00:00,3031942465,1276814410,4103331428,14553722869,353697913.2,2543197037
2018-05-03 4:00:00,3597531737,1245913671,7343193965,13742308435,488156245.9,1992196861
2018-05-03 5:00:00,2858513283,967615283.5,2786255281,12709491404,206045797.9,1525231287
2018-05-03 6:00:00,1690704659,844959577.8,6352038811,6131216233,611872651.6,6329514642
2018-05-03 7:00:00,944933877.1,1126605726,7326887490,5880631983,357782990,6694210704
2018-05-03 8:00:00,1025285796,1014874313,10986943205,6111606749,323524765.4,11705801921
2018-05-03 9:00:00,645901116,675553567.5,14572130616,16780123515,386472627.1,15360000783
2018-05-03 10:00:00,555999054.7,629785122.5,16411497757,6787726708,498619916.9,16206872293
2018-05-03 11:00:00,377994945.1,463724068,9835024388,8073796805,368354944.7,16142356623
2018-05-03 12:00:00,732021239.5,3385460582,7971819192,9280960829,5575061074,8195277123
2018-05-03 13:00:00,729810765.9,2777169672,6105299145,9836304600,5632191266,5104073103
2018-05-03 14:00:00,921536853,2124340423,4212317126,6929502449,3959378339,6897409577
2018-05-03 15:00:00,1429224622,3561612067,3431109859,20396455235,4625103783,7417517583
2018-05-03 16:00:00,1436582595,2914140961,5394878820,12931281249,3834494185,8602619726
2018-05-03 17:00:00,1382204497,4115799936,11999665341,8642011109,3073125816,10531244349
2018-05-03 18:00:00,1657026839,6951979978,10141081813,8033389629,1908363628,11435104863
2018-05-03 19:00:00,2723765825,5541062562,7609170975,8774135971,2756825135,10611184945
2018-05-03 20:00:00,4136195490,5070043731,4576619826,11551481955,1486380566,13396151543
2018-05-03 21:00:00,2991901916,4787737164,6333988132,14258275740,713848253.8,4257499798
2018-05-03 22:00:00,3886286634,6619124820,4685613467,17291445464,3564281955,12492043857
2018-05-03 23:00:00,3747459518,6034155029,5480953214,16238396741,2530682393,13857823019
2018-05-04 0:00:00,2544182664,6001322615,3410279374,9557674852,2725948484,12502255579
2018-05-04 1:00:00,2310815945,6198710337,3873316137,6409103615,2360334701,11383374721
2018-05-04 2:00:00,2570797134,5956926198,5131168052,12252961060,1400495216,8993739879
2018-05-04 3:00:00,2821337682,5337042902,9149967168,6950581947,2231500624,7686906739
2018-05-04 4:00:00,3021841156,4621042788,7625569271,2989625537,1169874326,9448959427
2018-05-04 5:00:00,3229023734,4260729420,8837588213,13914743324,1178592094,12010468326
2018-05-04 6:00:00,2793367767,3579898327,5626963852,2861436707,9122503416,21597768107
2018-05-04 7:00:00,2574183300,4996586598,11916380375,4885681640,7320331567,19600175456
2018-05-04 8:00:00,3110142994,4421190204,11587810165,3760614268,6146626197,23656305785
2018-05-04 9:00:00,3569638043,3956338042,10636448580,7437517848,2436048312,20770490943
2018-05-04 10:00:00,3718494704,4151616544,10216946436,4556395928,2822008240,18028886306
2018-05-04 11:00:00,4648000027,5661463936,9620968565,13119182760,3432788636,12589305030
2018-05-04 12:00:00,3023976739,4737900312,8494852171,3317157047,1488788389,12047722436
2018-05-04 13:00:00,2605023174,4043360238,8460369699,14931361732,1325995016,10093016586
2018-05-04 14:00:00,2769253403,3915823688,6944011817,8485648317,1351801160,9594857701
2018-05-04 15:00:00,3347602347,5061358394,7531898810,13953859494,1464585827,8755581448
2018-05-04 16:00:00,2817038190,3873493857,4610714021,8744497844,1352233321,8438908732
2018-05-04 17:00:00,3056125660,4206357307,7022513709,7889301644,1721229488,9306600564
2018-05-04 18:00:00,3355606904,3497617557,6540617853,7317053489,1849025180,8723420617
2018-05-04 19:00:00,2997193802,4113481817,8789546483,8609394367,2319046052,7806465713
2018-05-04 20:00:00,2815451915,3986700311,3440162176,7779014720,1080156438,10170144944
2018-05-04 21:00:00,2538922794,3181806935,12410670522,15527124548,2226232986,8661662852
2018-05-04 22:00:00,2714089627,3013220019,10668609628,6096370529,1667855021,8436170224
2018-05-04 23:00:00,2646572596,3236214631,11385244061,7985860601,1410419805,7969702198
2018-05-05 0:00:00,2005189076,3635423697,5818659147,4637208790,1398566613,9546997605
2018-05-05 1:00:00,3120992754,4114817165,6211403108,4494184670,2688070415,11196800320
2018-05-05 2:00:00,2254144215,3528319579,9264719382,8881902396,3406733908,9817434326
2018-05-05 3:00:00,3356482190,2648859082,9629007729,11986743137,1566560889,9250772240
2018-05-05 4:00:00,3188434276,2558913773,13945408180,7154741747,1249769190,11446172796
2018-05-05 5:00:00,2624570988,2303155583,10166668268,16583439044,917636405.3,8278664716
2018-05-05 6:00:00,2778948554,1738118610,10715545490,10801782182,7885648387,8376659419
2018-05-05 7:00:00,2290541101,2109449874,6029052335,9832755867,4003480662,8208298348
2018-05-05 8:00:00,2446228652,2324197884,7017912517,14019416220,912513389.2,9524590323
2018-05-05 9:00:00,2477174489,2491809621,8128593027,16691968941,1073998967,8542045589
2018-05-05 10:00:00,2680998142,1991680183,11565682955,5744588739,1091663399,12356852304
2018-05-05 11:00:00,2207048685,2556644860,10192734580,3460180435,887671181.5,11256732410
2018-05-05 12:00:00,2306811838,2426977521,3856735289,2710481387,1097162591,10960116380
2018-05-05 13:00:00,2158967586,1928600729,5104621696,3325919062,1036590166,12218867099
2018-05-05 14:00:00,2326619213,2143962313,5589541074,6753148842,1321167015,11692479289
2018-05-05 15:00:00,2128392623,2077246970,4325674272,22950262804,1438963334,11104646314
2018-05-05 16:00:00,1999680653,2547072501,3839461142,9671624990,1273151652,11056344072
2018-05-05 17:00:00,1950242443,2116679732,3677658641,17939407305,1593430915,10549459512
2018-05-05 18:00:00,2013251734,1798192733,2651221625,9755153690,1719004032,9829326600
2018-05-05 19:00:00,2083016222,1800351289,5704802820,8364712214,1515364438,11975418848
2018-05-05 20:00:00,1787247739,2066692842,6458943096,14189694581,6805707044,11172145985
2018-05-05 21:00:00,1511280841,2466359985,4537259661,10987071362,7549632819,9141071214
2018-05-05 22:00:00,1313828996,2386713286,3831587581,25025077693,2797984310,751126956.4
2018-05-05 23:00:00,1176880177,2842636395,4024943665,5941508591,73603950.44,74951120.88
2018-05-06 0:00:00,939948877.7,3203440875,3127279758,4555968812,81031002.95,218352650.3
2018-05-06 1:00:00,1019904163,3658688675,4343306532,7162864005,154923917.2,183596577.8
2018-05-06 2:00:00,724988210.8,3241864699,3331071064,12592953003,61314785.44,63344612.78
2018-05-06 3:00:00,558204662.7,3161278618,3218118058,12674925824,125431240.7,68220007.19
2018-05-06 4:00:00,524157284.2,3670490505,4646965092,9439590167,63916435.04,160550335.6
2018-05-06 5:00:00,388391720,3425049431,5229862047,11856262177,100922861.2,111518267.2
2018-05-06 6:00:00,494276015.4,3139461719,4372914462,3809605159,79768438.11,119568717.6
2018-05-06 7:00:00,480200302.8,3391919484,2835072335,4026490143,4044523017,5532528493
2018-05-06 8:00:00,758627209.9,3571302734,3312890821,18002952575,7941539618,12160634969
2018-05-06 9:00:00,4705394373,5034707582,4406573797,9657073005,11059563724,13683743786
2018-05-06 10:00:00,7734402399,4451307721,6543808933,12708449094,5898903083,15179406188
2018-05-06 11:00:00,3370902309,5069606193,6282423217,4585449055,5142521232,15286319494
2018-05-06 12:00:00,2411954474,4753861845,7135922092,4114839823,4094733775,10923435689
2018-05-06 13:00:00,1132409144,7516769955,4069870085,10225507695,2616389735,10835899739
2018-05-06 14:00:00,875867109.6,5689743163,1967785408,7502931936,2649861496,12069330578
2018-05-06 15:00:00,3842459358,4442549191,2184750760,25469976191,1716322403,11000332832
2018-05-06 16:00:00,2195229822,6436601518,7816428241,13096734787,1844984323,8910194673
2018-05-06 17:00:00,1152622693,2255276963,5128514385,7286033874,1041264581,10333421691
2018-05-06 18:00:00,1069555510,2437018621,2695621500,7912230848,959056303.2,10244885786
2018-05-06 19:00:00,383797661.8,1407823417,2183020725,6299217339,986228202.8,10539776280
2018-05-06 20:00:00,893799179.5,2316783633,2333916266,5330609537,14069880755,12011502523
2018-05-06 21:00:00,1027007122,1638396372,2576177927,16980625597,1712324405,11817038320
2018-05-06 22:00:00,378268802,2041096772,2707498464,4125299896,1219016322,10328000563
2018-05-06 23:00:00,556370811.9,3095063832,2562377312,9607423783,1572472940,10011127954
2018-05-07 0:00:00,307219015.2,1316649070,2324688532,3373900001,1355491831,10242348586
2018-05-07 1:00:00,705397113.8,1588825392,2045010362,7851977795,1450987320,11528791264
2018-05-07 2:00:00,443184644.7,1065219858,1915031287,4078133130,2102219705,11508929180
2018-05-07 3:00:00,1104581744,1935835315,1908572494,4353613052,2650200637,9868798144
2018-05-07 4:00:00,899836267.2,524311223.3,2281113289,5160204768,2855915077,9497661482
2018-05-07 5:00:00,444484728.5,770543963.8,2362841116,16776146413,1934689560,10608694215
2018-05-07 6:00:00,2263708267,329151112.4,5224217911,12735182050,4688428438,12870027438
2018-05-07 7:00:00,721393659.6,784012338.8,6107131175,15455656126,914487032,9035734909
2018-05-07 8:00:00,1283881951,882921039.8,2373778952,11814299911,1183811082,10410961845
2018-05-07 9:00:00,993970662.7,1198028703,2510231296,22415567994,1098089288,10840475083
2018-05-07 10:00:00,1195585815,1468082315,6835072426,24911689131,1495447502,9943406578
2018-05-07 11:00:00,1074063296,1518412279,7578276083,8504795705,858456832,9401328780
2018-05-07 12:00:00,866033867.7,1162902927,5912105485,11962643353,1822400403,9731198915
2018-05-07 13:00:00,1071551108,922535619,10110880637,13494389640,1085291311,12167100185
2018-05-07 14:00:00,991017057.1,613644405.2,14021913450,18592322621,4774920258,10933455946
2018-05-07 15:00:00,921550980.9,3528777411,8473321261,14992966259,3112338391,11013547638
2018-05-07 16:00:00,1326821868,8829878045,8879523752,23165572814,3891992696,10835159073
2018-05-07 17:00:00,1301900235,1111148214,8970746183,5865867430,1237998890,11540642652
2018-05-07 18:00:00,1661083016,2069374186,9156245495,3521875630,4441103366,9873983236
2018-05-07 19:00:00,1786280053,1928174713,10821923227,5859861282,6159123313,11432165087
2018-05-07 20:00:00,1119847451,1391635657,9927159821,22302033821,3132594408,10024569949
2018-05-07 21:00:00,2033852213,761673466.7,10980870188,11627201907,2116568429,10634340104
2018-05-07 22:00:00,1950846848,1060585296,16821983807,7952505858,1937333522,9539115012
2018-05-07 23:00:00,2053343770,1570399820,19957390167,12015331193,1513522096,11030346163
2018-05-08 0:00:00,2085374247,1674751925,17258321334,10779879825,1263495587,9027468032
2018-05-08 1:00:00,1312877120,1715152084,15111943895,15539328531,1095237576,8823208115
2018-05-08 2:00:00,1758596352,1082522821,9732243299,7746924124,1135927952,9600024833
2018-05-08 3:00:00,1096333572,1106199086,7859874197,12193206445,1108818639,9060074712
2018-05-08 4:00:00,1193740556,491820924.7,7406297106,4435461469,961398386.2,9782080042
2018-05-08 5:00:00,1697068528,491802434.6,7741005174,7509467976,1373908920,10537866468
2018-05-08 6:00:00,1004000732,644893174.2,4953375128,6447622002,6776481696,15489033303
2018-05-08 7:00:00,1531554777,1199986818,3905991271,7935855008,1237742435,11805202724
2018-05-08 8:00:00,1652050037,1914554916,3263768164,10437306663,1006804111,7735825464
2018-05-08 9:00:00,1926671243,3336661585,2892801932,8547951111,1786253003,9186775265
2018-05-08 10:00:00,3357683856,7266445393,4519913839,10283485310,2225092784,9309490626
2018-05-08 11:00:00,2013396778,5723042045,4501792654,7610733843,2801936982,9979534313
2018-05-08 12:00:00,2008006631,5698039685,6722089662,8194239925,3620515034,12108005782
2018-05-08 13:00:00,2550810861,2413407727,4093381566,7236281724,3451571468,15565634591
2018-05-08 14:00:00,1640004830,1070589112,3842006777,8986350169,2341326248,11438236513
2018-05-08 15:00:00,1527557312,1754412523,4341041189,8755879199,1859144619,13764980422
2018-05-08 16:00:00,3942095657,1339872047,2721776640,10712341717,1493238576,13150177759
2018-05-08 17:00:00,1379269366,3274531143,4634785094,17933740387,2902320400,12682546426
2018-05-08 18:00:00,9125895258,6577028069,6778987991,12215508376,2481477259,7403344239
2018-05-08 19:00:00,1349516245,2641750626,3792494143,21517543943,3237154087,5462550817
2018-05-08 20:00:00,1516717740,682071020,3500012275,28292019243,3335362917,5633507580
2018-05-08 21:00:00,5349480294,763591671.9,3188707054,25453245131,1643747152,2926128195
2018-05-08 22:00:00,1091102113,1061106751,3270647463,21552545114,1585313723,3511897566
2018-05-08 23:00:00,1264457324,1387848839,3481254255,21928780750,1287403765,7082401228
2018-05-09 0:00:00,739224850.1,877370243.8,3120038953,16412707529,1530320290,8522453765
2018-05-09 1:00:00,1181338105,1178461564,2760502825,17470760109,1844777492,9357657656
2018-05-09 2:00:00,1096950357,552352618.1,3195517279,10198578569,1385415844,10784369539
2018-05-09 3:00:00,1217321298,1075866023,3119975628,24290528394,1232533176,13672710901
2018-05-09 4:00:00,1025069235,890486032.4,3839702352,24011095317,1305049439,18096452241
2018-05-09 5:00:00,731528028.5,1595086213,4625744439,12817193396,789761360.7,12780908798
2018-05-09 6:00:00,476408508,1970705454,4189951486,10200084173,1061187203,10775865239
2018-05-09 7:00:00,929210020.3,668081960.7,4879953776,15313788811,1282538040,13729853833
2018-05-09 8:00:00,766572106,1540275823,8574070305,6259101659,1700441393,6390277310
2018-05-09 9:00:00,359680325.1,1779269815,9311163625,15441730778,669572674.1,3916543751
2018-05-09 10:00:00,632831179.8,3283451124,5753590517,13856064711,958991092,7182329553
2018-05-09 11:00:00,1462128933,2814209713,5722997805,8535865678,1107166272,9095529100
2018-05-09 12:00:00,1055177545,1891169329,12591256233,9787040482,981935985.3,5803358354
2018-05-09 13:00:00,594410184.6,3205851532,6546928669,9185834642,1122634966,10245238173
2018-05-09 14:00:00,471954849,3021604171,5379086379,7812838074,2535355780,7229233531
2018-05-09 15:00:00,541853080,3121571660,5729720637,17207962756,1098555666,8765513694
2018-05-09 16:00:00,416867705.4,2282586112,4100473952,14340806968,2338566958,6933029822
2018-05-09 17:00:00,6034012445,3876622093,3626972736,10541990458,2379847311,14845894708
2018-05-09 18:00:00,6774761898,4811728010,5008382143,9348030289,2268199794,19307218098
2018-05-09 19:00:00,5587775339,5000005827,3226467269,11826475166,2895448311,18053576848
2018-05-09 20:00:00,3237854995,3767819627,1732410542,13647739552,9423710649,23881424512
2018-05-09 21:00:00,3023748053,3202434274,1929731490,10612633320,11584781196,10450288772
2018-05-09 22:00:00,2254285619,3391881481,3182101093,13353641299,11264194060,2867247619
2018-05-09 23:00:00,1662180264,3109485831,3420532316,13038307607,12039623838,5925719055
2018-05-10 0:00:00,1508295321,3363056545,4229031573,18320868507,11429966070,4514004226
2018-05-10 1:00:00,1821287159,4485388444,4601549643,12096769554,10678664176,5414480508
2018-05-10 2:00:00,1860624702,5095132413,5597445851,15314836475,2135783827,5648121226
2018-05-10 3:00:00,3122417234,2330535640,5269716140,12939650920,1526517223,3054929312
2018-05-10 4:00:00,1691005713,3102441994,5004368050,10486678819,1542304404,3267056253
2018-05-10 5:00:00,2713750157,3031579356,6813358959,4367506466,1845381127,8417008353
2018-05-10 6:00:00,1760172340,2243753395,4987401562,4294033546,3745040051,8058314471
2018-05-10 7:00:00,2576159520,1791318629,3997903145,8325691390,3621590101,5486351775
2018-05-10 8:00:00,2452925096,3482337965,5208745219,8063865486,886422111.6,2315232791
2018-05-10 9:00:00,1705547611,2824756327,3898183318,16094409709,428065565.3,2648133850
2018-05-10 10:00:00,3439650215,2343541959,4544865019,7008656380,765480925.3,3226941189
2018-05-10 11:00:00,3222494873,1743519530,4363013046,12132913646,319596009.1,1468426376
2018-05-10 12:00:00,2277743079,2039631547,3919546816,5433525692,1020164036,3726153673
2018-05-10 13:00:00,2289345264,2405130190,3406887635,10877834703,1524412532,4347089891
2018-05-10 14:00:00,2099389528,2783771321,3558637525,7712044754,2363399877,3164211789
2018-05-10 15:00:00,1727696087,2658477511,3578516702,15437880712,604546102.5,1876801883
2018-05-10 16:00:00,4322790222,5475583121,4217710425,13430770751,616252848.1,3718748369
2018-05-10 17:00:00,2236227268,2914936993,7390976156,9699523895,1353931970,5062824568
2018-05-10 18:00:00,1973052712,8671699888,7904164141,7902618428,2129348399,5570020709
2018-05-10 19:00:00,2598396784,9655099765,8202083677,7293905507,899864372.4,5112670174
2018-05-10 20:00:00,2333003254,6539050074,4905148400,7074952944,4318579332,13956144435
2018-05-10 21:00:00,1953784186,4229076901,9248804685,3787200565,1419090049,7654253058
2018-05-10 22:00:00,2705392340,4835976452,9070026308,10348089918,778625245,6761552495
2018-05-10 23:00:00,2289036616,4286204521,11401280899,11527986001,450456844.8,6213173425
2018-05-11 0:00:00,3026495218,4482511214,13489111625,15621066777,442959818.7,6371465212
2018-05-11 1:00:00,4555904253,5448606487,3700455445,9277014284,949522597.1,5090876823
2018-05-11 2:00:00,5131210368,5904716602,3630098058,10583344549,1501150739,7216385305
2018-05-11 3:00:00,4587468632,4703362449,3171841420,9232133080,1412996551,4036720908
2018-05-11 4:00:00,6641867994,3676503611,4699853893,8793851157,1361730110,6376900454
2018-05-11 5:00:00,6062143533,3928580996,4273354952,9020547358,1306186563,6522452742
2018-05-11 6:00:00,2975807677,4447838004,5929393108,2805440742,3510697530,7426313269
2018-05-11 7:00:00,3107349837,4306371227,3809976333,4750783172,1307506474,6991018078
2018-05-11 8:00:00,2965291170,3193479388,3614097141,7339514224,739316565.5,2039192316
