,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,SACR_SUNN_in,0.030605003542651412,0.03776681786792944,0.04316341332698697,0.048786316866309715,0.053836577127586535,0.058350887563134474,0.062375306404365935,0.0659018757723723,0.06898471887342204,0.07157119853014397,0.07365949339258464,0.07528117063770892,0.07645387491479937,0.07726842845799671,0.07778436996235327,0.07806833124673683,0.07819194141032047,0.07822942867363969,0.07824489958606382,0.0783058913847391,0.078471870989575,0.07875574930214652,0.07919293557164642,0.07977273260463592
1,SACR_SUNN_out,4.756756377978332,6.21647047892099,7.664923100475878,9.117076624986392,10.38012703853323,11.441331289796885,12.343678848174857,13.125028940725052,13.786085592162072,14.327091885195507,14.724861535272137,14.990385772109251,15.123464212280577,15.147227433451201,15.077586138437836,14.949309730521199,14.784292986928877,14.61073317186706,14.455270308675715,14.338732801385314,14.290347626069403,14.322548359585035,14.437961211708421,14.652798742829098
2,LOND_NEWY_in,10.012356148123263,12.917510511634942,15.573327313418027,17.870170399429664,19.661000236376466,21.031754036796706,22.109600142798808,23.003907506880996,23.74940713978099,24.301227584567233,24.643967916298724,24.791686002692146,24.7703488954183,24.62150511014277,24.39002352409937,24.103124570091822,23.78879951679194,23.48422467318373,23.212225733847195,22.996897019335073,22.85692393734173,22.827835087065736,22.927477241784906,23.14938745259885
3,LOND_NEWY_out,5.908105488178727,7.773547285389516,9.494736477987455,11.189017876554344,12.627920869432401,13.837919301732235,14.885127883737598,15.805142455269252,16.60646440181998,17.29551953215987,17.858639600830617,18.292562980440362,18.61164696613264,18.834447774761525,18.978165215962818,19.058416792519616,19.098772922013026,19.12844158985711,19.166545142300798,19.228571468761636,19.333010858639465,19.48796477348984,19.70703917536923,20.008077426689653
4,JGI_SACR_in,6411.962519138498,5740.370752933103,5815.053417676241,5887.20597415488,5640.868658125565,5212.2747268416615,4808.884787896459,4531.159563156062,4375.602590795043,4305.953718943662,4288.748252744488,4290.148258258972,4293.989202394423,4302.472520899366,4326.196864951924,4368.763076099067,4429.030331047784,4506.557687111049,4596.188480048739,4700.025591921687,4820.8302817663625,4957.374611545762,5102.1565076255265,5260.484999973572
5,JGI_SACR_out,49.33299726772763,55.1608910720369,58.761481330594364,61.3996293149029,63.17098403222448,64.44907168502567,65.56223182742872,66.62583616526831,67.66779431023905,68.625535645985,69.44200459852158,70.05879058463908,70.5175975467145,70.76502230093257,70.79403532308818,70.6131146201925,70.23327781119107,69.69561303511496,69.0427079511901,68.3059108393038,67.50550349920155,66.66756662889837,65.83930552158917,65.04684395042226
6,HOUS_PANTEX_in,31.870779208098455,42.17905296661614,49.201334676486155,55.20440570602799,59.71758357710107,63.09173671292269,65.86763100222865,68.3607071469662,70.68538801965313,72.82281259261427,74.6878976814168,76.17938297038907,77.23032336477574,77.82658425874673,77.95597406473252,77.66284104386087,77.03348366273964,76.14316582905876,75.07896941437652,73.90090154939976,72.68220145617103,71.49594738337602,70.41228263843658,69.45398974593446
7,HOUS_PANTEX_out,13.775039906400762,16.629236616459348,20.692458628113098,25.52334776067408,29.668065962072667,33.17475566707206,36.296513013657176,39.22565879392993,42.09290496977789,44.87906842159038,47.50973587537192,49.86473700942343,51.80768656685127,53.30267631177721,54.29251409005984,54.73394616038225,54.645984466237394,54.09643704351029,53.18628286456886,52.029686390339,50.73568583625499,49.40253475027913,48.118775570543605,46.95401155538958
8,BOIS_PNWG_in,28.033594613892166,35.84292178729697,41.07849608753269,46.634357530039,51.51572695098905,55.72572568267538,59.47268978651763,62.870255657408165,65.96521843681757,68.64594979460287,70.8585790563045,72.54675154630971,73.71250599365008,74.39781168719307,74.63348148533024,74.49332844155822,74.06460957638963,73.437678002654,72.71650211971702,71.94274028573803,71.22348262215249,70.633112106867,70.20980003891277,69.99893037268404
9,BOIS_PNWG_out,34.04295444829617,40.9628096280517,46.05591419983606,51.52862972231407,56.558507245043224,61.13958348368728,65.3249005553425,69.20853207542682,72.78747927311377,76.03632459765915,78.84236878848587,81.15888988120183,82.96149022712746,84.2671043245081,85.12091645889551,85.60433350533215,85.80495686641298,85.83447331499856,85.7978295877273,85.78817980642765,85.90018703067042,86.19932048029182,86.74433951870132,87.58077404652913
10,DENV_NREL_in,14.957884137706621,17.27976981001206,20.1924778023255,22.884587380044884,25.066099274602372,26.798483995233404,28.242046021642604,29.423283338397052,30.327361752704846,30.970581855350133,31.388200832482962,31.629573578087083,31.72624777854569,31.710043043289524,31.6291218338604,31.505955159903642,31.390658664692847,31.309434468756358,31.272306199984378,31.31115526316552,31.444195052258337,31.686984890558406,32.03314370502801,32.46768474064185
11,DENV_NREL_out,13.447477886093193,18.16034178085662,21.964362172475088,25.692260759333298,28.887693738090555,31.595447509352997,33.91479442795467,35.90703292136592,37.617828597981436,39.07117688558038,40.26047816068076,41.14827965913821,41.75764802829917,42.13788242035443,42.306843617805775,42.34780447871485,42.31673131453598,42.26571552525512,42.24231344432289,42.30133532756535,42.47731375951041,42.81119973022941,43.31925767938627,44.02413161667233
12,CHIC_WASH_in,8.211094090530647,9.661735260665083,10.807255238524169,11.975662500785175,12.972756694175107,13.840248190148895,14.623848307038058,15.372503975504168,16.060307928230387,16.66989702852049,17.210642945002203,17.687905497141994,18.09960820050952,18.449592771452945,18.76564371907551,19.057554131541114,19.329620036803203,19.593027800722446,19.860698307717715,20.136480866700374,20.430767928082325,20.745274660530278,21.070941331261707,21.40533296197324
13,CHIC_WASH_out,5.159086311244375,6.350355040258634,7.448663738714713,8.57274489736497,9.546176300749243,10.391765317375492,11.158261452209455,11.87358729966856,12.519131555666942,13.081668783982616,13.55299398609399,13.914290141095726,14.172176690052757,14.345370450289572,14.451655773080493,14.504909157620938,14.520755840289574,14.522949954464359,14.53578145328253,14.570942619470747,14.644658709861543,14.767551286395326,14.95140979164914,15.207814147770758
14,LLNL_SUNN_in,34.55793837012423,51.555715663380255,65.66895908477116,78.92666230103355,89.92715652911909,98.75166377267632,105.84458264297432,111.44853506896433,115.67898198791565,118.54928394992601,120.0800242808574,120.38731878909317,119.69070743580026,118.21576772794616,116.23195033539713,113.90395406945613,111.44052295033426,109.04201964203125,106.89506249144122,105.1482758769598,103.8911757902612,103.21668891654079,103.15622441665333,103.79285162657862
15,LLNL_SUNN_out,30.56325509128854,33.30896864800142,35.655876414903005,38.01011712271493,40.0941856683232,41.97763242874275,43.808182920668564,45.61060988360707,47.26753879190581,48.69149568110061,49.777394899848495,50.520244704813074,50.99532386565978,51.2016607612006,51.14004039968883,50.815005750484794,50.292345181986775,49.54018948075358,48.60785881825118,47.57150949692568,46.488400414121465,45.420235962273196,44.41407884147025,43.512291086769096
16,LSVN_SUNN_in,8.339632323387407,9.850343465989019,11.17669216574857,12.433266226081248,13.489904556841735,14.36122386843899,15.099588361594249,15.740257275117678,16.285870011198323,16.737312451749844,17.087581060871578,17.326049518060483,17.454595469008858,17.4683781702174,17.374673316137425,17.187080195881023,16.924325620430476,16.615850982977463,16.285293295707728,15.953399705463868,15.645106324000063,15.393350660503826,15.21850807627844,15.137876416561422
17,LSVN_SUNN_out,84.79105887826039,84.10389509155586,83.11176007995451,81.93125346087218,80.20943161020847,78.45968980094385,77.13209163044475,76.33787933727321,75.94548578088659,75.67658000427326,75.35722367524971,74.92291180235112,74.35853123196787,73.6748624572432,72.8861692834113,72.02005185824663,71.1266887158487,70.26990889156188,69.44178416272354,68.6713792515893,68.0149055685554,67.46724782119121,67.07284117897332,66.797018772662
18,CHIC_KANS_in,5.896565711044577,7.241750980175917,8.571188958766102,9.922144406455546,11.089625288853448,12.079010441212882,12.941188727240068,13.704200081828354,14.375483310349194,14.938079470602986,15.379849381718724,15.702818638896417,15.919078794945131,16.03517083286052,16.058409962011716,16.011197966905737,15.920786974863814,15.800981810750738,15.674101238461969,15.563467225884269,15.476167080092333,15.432146538630665,15.456554999788601,15.570431384030792
19,CHIC_KANS_out,4.394083426064373,5.844216534236849,7.367414297291836,8.831648751403808,10.07796831844644,11.120342710548641,11.996625625217371,12.738195567014266,13.337351295094061,13.799990934670019,14.134277859616354,14.342050343884353,14.444509152339277,14.448613873632793,14.366206156599395,14.222947039431284,14.051899199592883,13.884565859846326,13.743817414710348,13.639510600977909,13.604659558810715,13.653171616675667,13.79887684044989,14.066380668191204
20,CHIC_STAR_in,6.343229641755647,8.021127551533736,9.5970648005071,11.075499864272686,12.285941191114233,13.26253241092198,14.079056486408287,14.769423123588602,15.373048050436827,15.878354037551095,16.259613068032017,16.51676658992088,16.664236705733163,16.70476572534261,16.651691265163098,16.51507069089839,16.326886895454297,16.11491575058431,15.896754176242078,15.69811436376719,15.535400790499693,15.419834692684322,15.363796839761212,15.375927588739408
21,CHIC_STAR_out,15.586900233890523,18.02789682891987,19.683438845687316,21.093079225408484,22.210447287944827,23.143106173492885,23.97512143478828,24.71334010772604,25.36073653230686,25.897086815802325,26.300332272235064,26.564021990776517,26.695026672608613,26.70809103128651,26.616047885950415,26.449276665383376,26.23211042334412,25.97325505722771,25.708713215911043,25.449925057752747,25.2085155579454,24.997405817328623,24.822802439579874,24.704160579260055
22,DENV_LSVN_in,75.59531023925182,77.57909259205162,76.84982911230358,75.67743126936423,74.65396369793004,74.0273357704352,73.80981174965308,73.86834714782351,74.01760239647332,74.11360737702323,74.08988432476238,73.92261055518208,73.61377936089474,73.17865694016898,72.63426128721002,71.99725793977412,71.2894935221685,70.52859126030832,69.72620828496528,68.90179195682727,68.07418774508716,67.24996625425364,66.43876155934,65.65203528663989
23,DENV_LSVN_out,22.927184630535727,26.00463248007933,28.320409271814654,30.14647710000857,31.53144216979309,32.65951528074556,33.66571255335925,34.60273410251931,35.44674844688173,36.15442170170485,36.67404010930613,37.00125652345365,37.141449491148784,37.11604276940238,36.92692503945177,36.57809405354637,36.11624596211447,35.573560197494615,34.97931269541705,34.37406661382653,33.79214024721349,33.25944853044871,32.796160615927846,32.42437369204337
24,PPPL_WASH_in,7.688502495174635,8.696565507216519,9.660554522385542,10.688525383569807,11.64415437181062,12.509113848685974,13.31411733983585,14.036067987870124,14.671871350548074,15.251184167271512,15.750471807809156,16.16640723014753,16.50773911841089,16.763319086022438,16.945988784630188,17.055495558760796,17.0836916092726,17.067410677519856,17.02613620456499,16.968230779671313,16.90689283156129,16.86137176358649,16.851982514958404,16.890363780426394
